"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Sonai BPHC","2019-2020","February","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","74","0","74","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.17.4","Failures following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","256","0","256","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","11","0","11","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","124","0","124","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","10","0","10","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","2054","0","2054","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","37","NA","37","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","1","1","2","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","199","NA","199","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","226","NA","226","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","71","NA","71","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.6","Number of IUCD Removals","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","336","0","336","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","0","67","67","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","4","0","4","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","417","0","250","167"
"Assam","Cachar","Silchar Urban","2019-2020","February","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","274","100","33","341"
"Assam","Cachar","Silchar Urban","2019-2020","February","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","149","0","149","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","22","0","22","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","313","0","313","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","4","0","4","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","25","20","45","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","364","23","387","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","8.17.5","Deaths following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","359","54","413","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","3","0","3","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","5","0","5","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","521","0","521","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.8.6","Number of blood units issued","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.2.1","Infant Deaths up to 4 weeks due to Sepsis","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","145","11","156","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","619","9","628","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","321","0","321","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","143","NA","143","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","258","2","260","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.10","Number of children (12-59 months) provided Albendazole","M9 [CHILD IMMUNISATION]","167","NA","167","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","177","8","185","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.17.4","Failures following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","60","60","120","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","90","431","521","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","1","NA","1","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","84","NA","84","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","482","98","580","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","224","5","229","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","290","0","290","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.5.3","Number of Maternal Deaths due to Abortion","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","224","NA","224","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","316","NA","316","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","2","NA","2","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.8","Outpatient - Dental","M14 [Patient Services]","5","NA","5","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.12.4","Outborn - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","4","0","4","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","423","0","423","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","296","0","296","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","114","0","114","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","140","0","140","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","11.4.2","Tests Positive for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","8.17.2","Complications following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","375","NA","375","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","1","NA","1","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","154","NA","154","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","14784","1200","15984","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","9","0","9","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","328","NA","328","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","8719","NA","8719","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","351","3","354","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","2","1","3","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","323","63","14","372"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.1.9","Outpatient - Oncology","M14 [Patient Services]","2","0","2","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","39","0","39","0"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","20","0","20","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","851","0","851","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","74","0","74","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.3.1","Child immunisation - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","12","NA","12","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","36","NA","36","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","NA","3","3","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","619","9","628","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","796","8","804","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","44","0","44","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","5","0","5","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","219","11","230","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","7","13","20","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","0","4","4","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.2.3","Infant Deaths up to 4 weeks due to Other causes","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.3.4.b","Number of Male STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","2","2","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","213","0","213","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","14.12.4","Outborn - Female","M14 [Patient Services]","NA","0","0","NA"
