title,resource_category,catalog_title,govt_type,ministry_department,state_department,published_date,changed,created,sector,sector_resource,field_resource_type,datafile,datafile_url,file_format,file_size,frequency,granularity,field_from_api,is_api_available,is_visualized,api_request_count,field_high_value_dataset,field_show_export,cdos_state_ministry,is_rated,external_api_reference,note,node_alias,ogdp_download_count,ogdp_view_count,domain
"District wise, Disability wise, Age group wise , Gender wise Unique Disability ID (UDID) data as on 11.06.2024",Dataset,Unique Disability ID (UDID) ,Central,Ministry of Social Justice and Empowerment;Department of Empowerment of Persons with Disabilities,,11/9/2023,11/6/2024,6/9/2023,Social Development,Social Development,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/UDIDDATA_0.csv,,application/vnd.ms-excel,3085379,Quarterly,Quarterly,0,1,,,1,TRUE,Department of Empowerment of Persons with Disabilities,0,,"Title of dataset: UDID Card data (www.swavlambancard.gov.in) updated: 11/06/2024.  Department:  (Department of Empowerment of Persons with Disabilities)  File formats Databases: .csv Format   Field Name: 1: State/UT Name(state_name), 2: District (district_name), 3: Disability Name (disability_type_name)  4: Age Group (age_group),    5: Gender: male_count (No of male Count in UDID), 6:Gender Female_count (No of Female Count in UDID), 7: Total Number (total_count)(Male Count ) + (Female count).                                                                                                                                         Department  will update data on quarterly basis. ",/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,1799,1603,data.gov.in
All India Consumer Price Index (Rural/Urban) upto May 2023,Dataset,All India Consumer Price Index (Rural/Urban),Central,Ministry of Statistics and Programme Implementation,,18/9/2023,18/9/2023,17/7/2023,Economy;Prices;Finance;Economy;Statistics,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/All_India_Index_Upto_April23.csv,,application/vnd.ms-excel,66022,Monthly,Monthly,0,1,,1,1,TRUE,Ministry of Statistics and Programme Implementation,0,,,/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,1737,1934,data.gov.in
"All India area weighted monthly, seasonal and annual rainfall (in mm) from 1901-2015",Dataset,Rainfall in India,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,30/3/2017,10/12/2021,2/1/2017,Science and Technology;Atmospheric Science;Earth Sciences,Science and Technology;Atmospheric Science;Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_India_1901-2015.csv,,text/csv,14160,Annual,Annual,,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune",1,,Monthly rainfall series contains monthly rainfall data for the period 1901- 2012 from delayed mode computation using all available stations and 2013-2015 from real time data series; NA: Not Available,/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,1733,2023,data.gov.in
Crime Head-wise Police Disposal of IPC Crime Cases during 2021,Dataset,Crime in India - 2021,Central,Ministry of Home Affairs;Department of States;National Crime Records Bureau (NCRB),,18/10/2022,18/10/2022,17/10/2022,Police,Army,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NCRB-2021_Table_17A.1.csv,,text/csv,18547,Annual,Annual,0,1,,1,0,TRUE,National Crime Records Bureau (NCRB),0,0,As per data provided by States/UTs,/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,1683,1629,data.gov.in
"Foreign Tourist Arrivals (FTAs), Arrivals of Non-Resident Indians (NRIs) and International Tourist Arrival (ITAs) from 1981 to 2017",Dataset,India Tourism Statistics,Central,Ministry of Tourism,,28/10/2022,28/10/2022,2/5/2019,Travel and Tourism,,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Tourism_In_India_Statistics_2018-Table_2.1.1_1.csv,,text/csv,875,Annual,Annual,0,0,0,5,0,TRUE,Ministry of Tourism,0,,"Source: Bureau of Immigration, Govt. of India; NA: Not Available; Data for '2018' is provisional; Value of 'FTAs in India - Percentage change over previous year' for 2018 is Growth Rate over same period of previous year.
",/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,1673,1754,data.gov.in
Enrolment by Age and Class (UDISE plus) during 2019-20,Dataset,Enrolment by Age and Class (UDISE plus),Central,Ministry of Education;Department of School Education and Literacy,,13/1/2022,27/1/2022,13/1/2022,Education,Education,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2019_20.csv?VersionId=105166644598849,,text/csv,1543548,Annual,Annual,0,1,1,,0,TRUE,Department of School Education and Literacy,1,,,/resource/enrolment-age-and-class-udise-plus-during-2019-20,1656,1125,data.gov.in
Year-wise retail inflation rate based on Consumer Price Index-Combined (CPI-C) from 2017-18 to 2022-23,Dataset,Answers Data of Rajya Sabha Questions for Session 259,Central,Rajya Sabha,,30/5/2023,30/5/2023,29/5/2023,All,Finance,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_259_AU_3106.csv,,text/csv,137,Quarterly,Quarterly,0,1,1,,0,TRUE,Rajya Sabha,0,0,"Source - RAJYA SABHA SESSION - 259 UNSTARRED QUESTION No 3106. ANSWERED ON, 28TH MARCH 2023. Data Figures are in Percentage. FY 2022-23 (April-February). Source - MOSPI. Note - Data for February 2023 is provisional.",/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,1643,3102,data.gov.in
GSVA by Economic Activity at Current Prices for Tamil Nadu from 2011-12 to 2016-17 (as on 31.03.2017),Dataset,Gross State Domestic Product at Current Prices,Central,Ministry of Statistics and Programme Implementation,,1/8/2017,1/8/2017,18/7/2017,Finance;Economy;Statistics,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,http://data.gov.in/sites/default/files/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,text/csv,2564,Annual,Annual,,1,0,,0,TRUE,Ministry of Statistics and Programme Implementation,1,,Data values are Rs. in lakh.,/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,1639,1771,data.gov.in
District-wise Demographic Data of Unorganised Workers registered on eShram as on Previous Day,Dataset,Demographic Data of Unorganised Workers registered on eShram portal,Central,Ministry of Labour and Employment,,21/12/2023,27/6/2025,19/12/2023,Unorganized Sector Workers,Labour and Employment,5,https://data.gov.in/files/ogdpv2dms/s3fs-public/eshram_sample_0.csv,,text/csv,51573,Daily,Daily,1,1,,,1,TRUE,Ministry of Labour and Employment,1,7844104,The data is based on self declaration.,/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,1553,595880,data.gov.in
Monthly Crude Oil Processed by Refineries,Dataset,Crude Oil Processed by Refineries,Central,Ministry of Petroleum and Natural Gas;Petroleum Planning & Analysis Cell (PPAC),,14/6/2023,27/6/2025,13/6/2023,Non Renewable,Non Renewable,4,https://data.gov.in/files/ogdpv2dms/s3fs-public/CrudeOilProcessing.csv,https://api.data.gov.in/resource/8d3b6596-b09e-4077-aebf-425193185a5b?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,41184,Monthly,Monthly,1,1,,,1,TRUE,Petroleum Planning & Analysis Cell (PPAC),0,7526649,"Source: Oil Companies, Some of the data may be provisional. For reference / details, please visit PPAC website (https://ppac.gov.in/)",/resource/monthly-crude-oil-processed-refineries,1541,2299,data.gov.in
Statistics of Road Accidents in India From 2013 to 2016,Dataset,State/UT wise total no of road accidents,Central,Ministry of Road Transport and Highways,,14/12/2017,14/2/2025,13/12/2017,Transport;Road Transport,Transport;Road Transport;Transport;Road Transport;Transport;Road Transport;Transport;Road Transport,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/stat-road-ac-2013-2016.csv,,text/csv,4783,Annual,Annual,0,1,1,,0,TRUE,Ministry of Road Transport and Highways,1,,NA: Not Available,/resource/statistics-road-accidents-india-2013-2016,1480,11011,data.gov.in
CBSE Result Statistics Class XII - 2023,Dataset,CBSE Result Statistics Class XII,Central,Ministry of Education;Department of School Education and Literacy;Central Board of Secondary Education (CBSE),,13/6/2023,13/6/2023,13/6/2023,Education,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/class12-2023.csv,,text/csv,1625,Annual,Annual,0,1,,,0,TRUE,Central Board of Secondary Education (CBSE),0,,"Regd.: Registered. Appd.: Appeared, CTSA: Central Tibetan School Administration. JNV: Jawahar Navodaya Vidyalaya. KV: Kendriya Vidyalaya. Data figures are in numbers.",/resource/cbse-result-statistics-class-xii-2023,1449,565,data.gov.in
"District-wise availability of health centres in India as on 31st March, 2017",Dataset,Rural Health Statistics - 2017,Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare,,4/4/2018,12/2/2025,4/4/2018,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/District-wise_Health_Care_Infrastructure-2017_1.csv,,text/csv,27285,Annual,Annual,0,1,1,,0,TRUE,Department of Health and Family Welfare,1,,"For Arunachal Pradesh, Out of 588  total 312 Sub Centres are functional in the State; For Tamil Nadu, Out of Total 1835 PHCs 1362 PHCs are functioning in Rural areas, while 473 are in urban areas;  Old name of district Gurugram was Gurgaon;  Old name of district Nuh was Mewat; NA: Not Available",/resource/district-wise-availability-health-centres-india-31st-march-2017,1444,2891,data.gov.in
"Area weighted monthly, seasonal and annual rainfall ( in mm) for 36 meteorological subdivisions from 1901-2015",Dataset,Rainfall in India,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,30/3/2017,10/12/2021,2/1/2017,Science and Technology;Atmospheric Science;Earth Sciences,Science and Technology;Atmospheric Science;Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_sd_1901-2015.csv,,text/csv,528115,Annual,Annual,,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune",1,,Monthly rainfall series contains monthly rainfall data for the period 1901- 2012 from delayed mode computation using all available stations and 2013-2015 from real time data series; NA: Not Available,/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,1380,1782,data.gov.in
Monthly mean maximum & minimum temperature and total rainfall based upon 1901-2000 data,Dataset,Climatology data of Important Cities,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,30/9/2016,10/12/2021,26/10/2015,Science and Technology;Earth Sciences,Science and Technology;Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/climate_change_upto_2000_1.csv,,text/csv,62833,Annual,Annual,,1,1,1,0,TRUE,"India Meteorological Department (IMD), Pune",1,,,/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,1320,5345,data.gov.in
Monthly Consumption of Petroleum Products,Dataset,Consumption of Petroleum Products,Central,Ministry of Petroleum and Natural Gas;Petroleum Planning & Analysis Cell (PPAC),,19/5/2023,27/6/2025,19/5/2023,Power and Energy,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/productconsumption.csv,,text/csv,23660,Daily,Monthly,1,1,,,1,TRUE,Petroleum Planning & Analysis Cell (PPAC),0,7492382,"i) Part of the data may be provisional. For details kindly refer to PPAC website ( https://ppac.gov.in )ii) The source of information includes Oil Companies, DGCIS & online SEZ data.",/resource/monthly-consumption-petroleum-products,1264,1010,data.gov.in
"State-wise Population, Decadal Population Growth Rate and Population Density - 2011",Dataset,Rural Health Statistics - 2015,Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare,,13/7/2016,10/12/2021,12/7/2016,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl12072016/RHS_2015_ch-1_table_2a.csv,http://data.gov.in/sites/default/files/dataurl12072016/RHS_2015_ch-1_table_2a.csv,text/csv,1322,Annual,Annual,,1,0,,0,TRUE,Department of Health and Family Welfare,1,,"For Manipur: Updated population of Manipur as per the order (9/25/2013-CD(Cen.) dtd 07-01-2014) of RGI; For Andhra Pradesh and Telangana: Data collected from the States; NA: Not Available; Source: Population Census of India, Office of the Registrar General & Census Commissioner, India",/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,1261,747,data.gov.in
District Wise Total  MSME Registered Manufacturing Enterprises till last date,Dataset,Udyog Aadhaar Memorandum  ( MSME Registration ),Central,"Ministry of Micro, Small and Medium Enterprises",,24/7/2019,7/8/2019,23/7/2019,Medium;Micro;Small Scale,Medium;Micro;Small Scale,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/uam_msme_total_manufacturing_unit.csv,,text/csv,55955,One-time,Daily,1,1,1,,0,TRUE,"Ministry of Micro, Small and Medium Enterprises",1,6667162,,/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,1250,2092,data.gov.in
District-wise MGNREGA Data at a Glance ,Dataset,Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Central,Ministry of Rural Development;Department of Rural Development (DRD),,13/9/2023,27/6/2025,11/9/2023,Development,Development,5,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NREGA.csv,https://api.data.gov.in/resource/ee03643a-ee4c-48c2-ac30-9f2ff26ab722?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all,text/csv,153388,Daily,Daily,1,1,,1,1,TRUE,Department of Rural Development (DRD),1,603001422,,/resource/district-wise-mgnrega-data-glance,1235,1748,data.gov.in
District Level Manufacturing MSME Registered Enterprises under UDYAM Registration till last date,Dataset, UDYAM Registration (MSME Registration),Central,"Ministry of Micro, Small and Medium Enterprises",,1/11/2021,27/6/2025,26/10/2021,Industries;Medium;Micro;Small Scale,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,4,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_manufacturing_msme.csv?VersionId=105172500356481,https://api.data.gov.in/resource/ae789703-638a-4942-b79e-17868103dec8?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,37346,Daily,Daily,1,1,1,11,1,TRUE,"Ministry of Micro, Small and Medium Enterprises",0,7159068,,/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,1181,835,data.gov.in
Indian Sign Language Dictionary till January 2024,Dataset,Indian Sign Language Dictionary,Central,Ministry of Social Justice and Empowerment;Department of Empowerment of Persons with Disabilities,,7/2/2024,18/2/2025,6/2/2024,Disabled,Disabled,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/ISL_Dictionary_words.csv,,application/vnd.ms-excel,2661,Annual,Annual,0,0,,73,0,TRUE,Department of Empowerment of Persons with Disabilities,0,,,/resource/indian-sign-language-dictionary-till-january-2024,1163,680,data.gov.in
"Percentage of households having electricity, Improved source of drinking water, Having access to improved toilet facility, Use clean fuel for cooking - DLHS IV",Dataset,District Level Household and Facility Survey (DLHS-4),Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare,,29/12/2014,9/12/2021,24/12/2014,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/Percentage_of_households_DLHS4.csv,https://data.gov.in/sites/default/files/Percentage_of_households_DLHS4.csv,text/csv,12256,Others,Annual,,1,0,,0,TRUE,Department of Health and Family Welfare,1,,NA :Percentage not shown for below 20 cases; The data of 21 states have been provided,/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,1144,498,data.gov.in
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",Dataset,"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",Central,Ministry of Earth Sciences;India Meteorological Department (IMD),,31/5/2013,17/4/2014,31/5/2013,Science and Technology;Atmospheric Science,Science and Technology;Atmospheric Science,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/District_Rainfall_Normal_0.xls,,application/vnd.ms-excel,167936,One-time,Monthly,,1,1,,0,TRUE,India Meteorological Department (IMD),1,,,/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,1141,6634,data.gov.in
Location wise daily Ambient Air Quality of Tamil Nadu for the year 2014,Dataset,Historical Daily Ambient Air Quality Data,Central,"Ministry of Environment, Forest and Climate Change;Central Pollution Control Board",,17/10/2016,10/12/2021,6/10/2016,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,http://data.gov.in/sites/default/files/dataurl06102016/cpcb_dly_aq_tamil_nadu-2014.csv,text/csv,433708,Annual,Daily,,1,0,,0,TRUE,Central Pollution Control Board,1,,"Data has been collected from the field instruments, It is likely that the data may display some errors or abnormal values. Any abnormal value may be due to any episode or instrumental error at any particular time; NA: Not Available/Not Applicable; Figures are in micrograms (one-millionth of a gram) per cubic meter.",/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,1081,198,data.gov.in
"District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Tamil Nadu",Dataset,Details of Poultry Farms and Poultry Birds in Farms,Central,"Department of Animal Husbandry and Dairying;Ministry of Fisheries, Animal Husbandry and Dairying",,12/11/2015,12/11/2015,3/11/2015,Agriculture;Animal Husbandry,Agriculture;Animal Husbandry,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Tamilnadu-Table-12_33_liv_stk_cns_2007_1.csv,http://data.gov.in/sites/default/files/dataurl02112015/TamilNadu-Table12_33_liv_stk_cns_2007.csv,text/csv,4951,Five Yearly,Five Yearly,,1,1,,0,TRUE,"Ministry of Fisheries, Animal Husbandry and Dairying",1,,18th Livestock census. All values are in number.,/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,1018,1158,data.gov.in
"Longitudinal Ageing Study in India (LASI), Wave  I, 2017-18",Dataset,Longitudinal Ageing Study in India (LASI),Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare;International Institute for Population Sciences (IIPS),,26/8/2022,26/8/2022,10/5/2022,Health and Family welfare;Health,Health,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/LASI_India_State_UT_Factsheet-Final%20Checked%2023.08.22.xls,,application/vnd.ms-excel,107520,Others,Others,0,0,,3,1,TRUE,International Institute for Population Sciences (IIPS),0,,"* Including spouse irrespective of age, - indicates less number of cases/ no cases.This factsheet data is based on LASI state factsheets. This information is based on LASI eligible respondents (45+) ** Sikkim state data collection was carried out in 2020-21, this factsheet was release in 2022.While preparing this datasheet, two indicators from India factsheet - 167 & 168 are omitted to match with state/Uts factsheet indicators for detailed footnote refer to https://www.iipsindia.ac.in/sites/default/files/LASI_India_Factsheet.pdfhttps://www.iipsindia.ac.in/sites/default/files/other_files/LASI-Compendium_of_Factsheets%20_All_States_%26_UTs1.pdf",/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,972,436,data.gov.in
State Level Consumer Price Index (Rural/Urban)  upto November 2021,Dataset,State Level Consumer Price Index (Rural/Urban),Central,Ministry of Statistics and Programme Implementation,,25/1/2022,27/1/2022,17/1/2022,Economy;Prices;Finance;Economy;Statistics,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Statewise_General_Index_july2019_20Aug2020_dec20_2_2.csv?VersionId=105166644746369,,text/csv,81597,Monthly,Monthly,0,1,1,1,0,TRUE,Ministry of Statistics and Programme Implementation,0,,,/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,937,1941,data.gov.in
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Tamil Nadu,Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Tamil Nadu,Central,Ministry of Road Transport and Highways,,8/5/2014,1/9/2016,28/4/2014,Transport;Road Transport,Transport;Road Transport,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.24_Tamil_Nadu_rtyb_2010_11_1.csv,,text/csv,2541,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; The data has been sourced from Road Transport Year Book-2009-10 & 2010-11.,/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,920,344,data.gov.in
State/UT-wise District Score during 2021-22,Dataset,Performance Grading Index (PGI),Central,Ministry of Education;Department of School Education and Literacy,,14/9/2023,14/9/2023,10/9/2023,Education,Army,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/District_PGI_Table_1.csv,,text/csv,43549,,,0,0,,1,0,TRUE,Department of School Education and Literacy,0,0,,/resource/stateut-wise-district-score-during-2021-22,915,442,data.gov.in
Seasonal and Annual Minimum / Maximum Temperature series for the period 1901-2021,Dataset,All India Seasonal and Annual Temperature Series,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,16/1/2023,16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MIN_MAX_1901-2021.csv,,text/csv,8040,Annual,Annual,0,0,,,1,TRUE,"India Meteorological Department (IMD), Pune",0,,,/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,913,598,data.gov.in
Shape of Watershed Boundaries of India,Dataset,Hydrological Boundaries,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,28/9/2022,28/9/2022,16/9/2022,Surface Water;Ground Water,Ground Water;Surface Water,2,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Watershed.zip,application/zip,,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf",/resource/shape-watershed-boundaries-india,912,896,data.gov.in
"Number of Newly Registered Motor Vehicles in 2011-12 and Number of Registered Motor Vehicles as on 31st March, 2012 in Delhi",Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Delhi,Central,Ministry of Road Transport and Highways,,7/5/2014,7/5/2014,13/2/2014,Transport;Road Transport,Transport;Road Transport,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rtyb_2011_12tab2.2.33_Delhi.csv,,text/csv,2022,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; NA-Not Reported; The data has been sourced from Road Transport Year Book-2011-12.,/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,901,172,data.gov.in
Total Number of Registered Motor Vehicles in India during 1951-2013,Dataset,Total Number of Registered Motor Vehicles in India,Central,Ministry of Road Transport and Highways,,3/6/2016,10/12/2021,18/5/2016,Transport;Road Transport,Transport;Road Transport,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Registered_Motor_Vehicles_in_India_1951-2013.csv,,text/csv,2042,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,1,,"All figures are in thousands; *: Two-wheelers include auto-rickshaws for the years ending 31st March 1959, 1960, 1962, 1963, 1964, 1965, 1967, 1968 and 1969. For the remaining years, auto-rickshaws are included in Others; **: Others include tractors, trailers, three wheelers (passenger vehicles)/LMV and other miscellaneous vehicles which are not classified separately; @: Includes Omni buses since 2001; Totals may not tally due to rounding off of data; Source: Offices of State Transport Commissioners/UT Administration",/resource/total-number-registered-motor-vehicles-india-during-1951-2013,891,6151,data.gov.in
Year-wise Annual frequency of cyclones (34 knots or more) and severe cyclones (48 knots or more) crossing different coastal states of India from 1891 to 2017,Dataset,Yearly and Seasonal Frequency of Cyclones and Depressions,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,18/12/2018,17/2/2025,4/12/2018,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences;Earth Sciences,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Cyclone_Details_IMD_2017.csv,,text/csv,5631,Annual,Others,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune",1,,Source: India Meteorological Department; WB: West Bengal; OD: Odisha; AP: Andhra Pradesh; TN: Tamil Nadu; GJ: Gujarat; MH/GA: Maharashtra & Goa; KK: Karnataka; KR: Kerala.,/resource/year-wise-annual-frequency-cyclones-34-knots-or-more-and-severe-cyclones-48-knots-or-more,881,1300,data.gov.in
Weekly Patent Application Granted,Dataset,Patent Application,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade,,3/3/2023,27/6/2025,29/12/2022,Industries,,5,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/application_details_granted_2019.csv,https://api.data.gov.in/resource/7a444d4c-319a-41e5-a6cc-6b1ff681c7c6?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,3623778,Weekly,Weekly,1,1,,4,1,TRUE,Department for Promotion of industry and Internal Trade,0,7412118,,/resource/weekly-patent-application-granted,868,458,data.gov.in
"Monthly, Seasonal and Annual Mean Temperature Series for the period 1901-2021",Dataset,All India Seasonal and Annual Temperature Series,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,16/1/2023,16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/TEMP_ANNUAL_MEAN_1901-2021.csv,,text/csv,13423,Annual,Annual,0,0,,1,1,TRUE,"India Meteorological Department (IMD), Pune",0,,,/resource/monthly-seasonal-and-annual-mean-temperature-series-period-1901-2021,866,651,data.gov.in
Eight Core Industries (Base Year 2011-12) till last financial year,Dataset,Eight Core Industries,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,,21/9/2017,27/6/2025,14/9/2017,Industries;Manufacturing,Industries;Manufacturing,4,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData_yearly.csv,https://api.data.gov.in/resource/7b054340-590c-4135-8797-71a160d0d240?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,3167,Annual,Annual,1,1,1,,0,TRUE,Office of the Economic Adviser,1,4260981,"Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",/resource/eight-core-industries-base-year-2011-12-till-last-financial-year,866,814,data.gov.in
