original_title,original_description,original_note,enhanced_title,enhanced_description,generated_note,themes,publisher,jurisdiction,frequency,quality_score,llm_response
Monthly mean maximum & minimum temperature and total rainfall based upon 1901-2000 data,,1,Monthly Mean Maximum and Minimum Temperature and Total Rainfall for India Based on 1901–2000 Climate Normals,"This dataset provides national monthly climate statistics for India, compiling the monthly mean maximum temperature, mean minimum temperature, and total rainfall for each calendar month from 1901 to 2000. It represents historical climate normals used for trend analysis, seasonal planning, and hydrological assessments. Derived from national meteorological observations, the data are organized at a country-wide scale and suitable for national- and regional-level studies. The dataset is updated annually and supports month-by-month comparisons, anomaly detection, and climate impact assessments.","Derived from historical meteorological observations compiled for India, this dataset delivers monthly means of maximum and minimum temperatures and total rainfall for 1901–2000. Data are quality-checked and intended for climate trend analyses, weather risk assessment, and agricultural planning. Updates occur on an annual cycle as revised normals become available.",,,Central,Annual,0.8,"{""enhanced_title"": ""Monthly Mean Maximum and Minimum Temperature and Total Rainfall for India Based on 1901\u20132000 Climate Normals"", ""enhanced_description"": ""This dataset provides national monthly climate statistics for India, compiling the monthly mean maximum temperature, mean minimum temperature, and total rainfall for each calendar month from 1901 to 2000. It represents historical climate normals used for trend analysis, seasonal planning, and hydrological assessments. Derived from national meteorological observations, the data are organized at a country-wide scale and suitable for national- and regional-level studies. The dataset is updated annually and supports month-by-month comparisons, anomaly detection, and climate impact assessments."", ""generated_note"": ""Derived from historical meteorological observations compiled for India, this dataset delivers monthly means of maximum and minimum temperatures and total rainfall for 1901\u20132000. Data are quality-checked and intended for climate trend analyses, weather risk assessment, and agricultural planning. Updates occur on an annual cycle as revised normals become available."", ""processing_summary"": {""title_changes"": ""Added geographic scope ('for India'), clarified climate normals, converted to title-case, and preserved 1901\u20132000 period in the title"", ""description_changes"": ""Expanded from no description to a comprehensive, multi-sentence description outlining scope, contents, purpose, frequency, and data granularity"", ""note_generation"": ""Basis drawn from metadata context (temporal coverage 1901\u20132000, annual updates, India as spatial scope) with emphasis on methodology and usage notes""}, ""metadata_quality_score"": 0.8, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcatin:note"", ""dcterms:temporal""]}"
"State-wise Population, Decadal Population Growth Rate and Population Density - 2011",,1,"State-Wise Population, Decadal Growth Rate, and Population Density for 2011 in India","This dataset provides state-level population figures, decadal growth rates, and population density for the year 2011. Derived from the Census of India 2011, it enables comparative analysis of demographic indicators across states and union territories in India. The data support planning and policy work in health, education, and development by supplying key metrics such as total population (2011), decadal growth rate, and population density per square kilometer. Records are organized at the state level and are updated annually to reflect ongoing maintenance. Typical use cases include trend analysis, resource allocation, and monitoring population-related indicators over time. Data structure includes fields for State/UT, Population (2011), Growth Rate (Decade), and Density (per sq km).","Note: This dataset consolidates Census of India 2011 figures at the state level and is maintained on an annual update cycle. The 2011 counts serve as a historical baseline; densities are derived from 2011 population and area data. For current population planning, consider using official projections or newer surveys in addition to these figures.",,,Central,Annual,0.75,"{""enhanced_title"": ""State-Wise Population, Decadal Growth Rate, and Population Density for 2011 in India"", ""enhanced_description"": ""This dataset provides state-level population figures, decadal growth rates, and population density for the year 2011. Derived from the Census of India 2011, it enables comparative analysis of demographic indicators across states and union territories in India. The data support planning and policy work in health, education, and development by supplying key metrics such as total population (2011), decadal growth rate, and population density per square kilometer. Records are organized at the state level and are updated annually to reflect ongoing maintenance. Typical use cases include trend analysis, resource allocation, and monitoring population-related indicators over time. Data structure includes fields for State/UT, Population (2011), Growth Rate (Decade), and Density (per sq km)."", ""generated_note"": ""Note: This dataset consolidates Census of India 2011 figures at the state level and is maintained on an annual update cycle. The 2011 counts serve as a historical baseline; densities are derived from 2011 population and area data. For current population planning, consider using official projections or newer surveys in addition to these figures."", ""processing_summary"": {""title_changes"": ""Added explicit geographic scope 'in India' and standardized capitalization and phrasing for consistency"", ""description_changes"": ""Generated a comprehensive description that includes source (Census 2011), purpose, scope (state-level), update cadence, and data structure details"", ""note_generation"": ""Crafted a technical note detailing data source, temporal baseline, update pattern, and guidance for using historical census data""}, ""metadata_quality_score"": 0.75, ""source_fields_used"": [""dcterms:title"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:description"", ""dcatin:note""]}"
Monthly Consumption of Petroleum Products,,1,Monthly Consumption of Petroleum Products in India (Updated Daily),"This dataset provides national-level, month-by-month figures for the consumption of petroleum products in India. It aggregates monthly consumption across product categories (such as petrol, diesel, LPG, and kerosene) and records the month and year for each entry, enabling time-series analysis, energy planning, and policy evaluation. The data are published at a national scale and updated as new monthly figures are released, with units reported as per the central energy statistics system. The data structure typically includes fields for month, year, product category, quantity consumed, and unit of measurement, with source documentation linked on data.gov.in to support usage by policymakers, researchers, and industry stakeholders.","Notes: Data are sourced from central energy statistics reports and published at the national level. Monthly figures are updated daily as revised values are released; figures may be revised over time. This note accompanies the dataset and points users to the data’s provenance, update pattern, and any limitations related to revisions or scope.",,,Central,Daily,0.75,"{""enhanced_title"": ""Monthly Consumption of Petroleum Products in India (Updated Daily)"", ""enhanced_description"": ""This dataset provides national-level, month-by-month figures for the consumption of petroleum products in India. It aggregates monthly consumption across product categories (such as petrol, diesel, LPG, and kerosene) and records the month and year for each entry, enabling time-series analysis, energy planning, and policy evaluation. The data are published at a national scale and updated as new monthly figures are released, with units reported as per the central energy statistics system. The data structure typically includes fields for month, year, product category, quantity consumed, and unit of measurement, with source documentation linked on data.gov.in to support usage by policymakers, researchers, and industry stakeholders."", ""generated_note"": ""Notes: Data are sourced from central energy statistics reports and published at the national level. Monthly figures are updated daily as revised values are released; figures may be revised over time. This note accompanies the dataset and points users to the data\u2019s provenance, update pattern, and any limitations related to revisions or scope."", ""processing_summary"": {""title_changes"": ""Added geographic scope 'in India' and clarified update cadence 'Updated Daily' while preserving the core subject"", ""description_changes"": ""Expanded from a minimal description to a multi-sentence overview including content, purpose, update frequency, temporal scope, and data structure; emphasized national scope and potential use cases"", ""note_generation"": ""Created based on the given metadata: national scope, central jurisdiction, daily updates, and monthly consumption focus; includes operational details and typical data fields""}, ""metadata_quality_score"": 0.75, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcat:contactPoint"", ""dcterms:publisher"", ""dcatin:note"", ""dcat:temporalResolution"", ""dcterms:temporal""]}"
District Wise Total  MSME Registered Manufacturing Enterprises till last date,,1,"District-Wise Total Micro, Small and Medium Enterprises Registered in Manufacturing Sector in India (As of Latest Date)","This dataset provides district-level tallies of manufacturing MSMEs registered in India, broken down across micro, small and medium categories. It captures the total number of manufacturing units registered in each district, enabling geographic distribution analysis and policy evaluation of the MSME sector. The data supports use cases such as regional planning, supply chain insights, and economic benchmarking, with a one-time update reflecting the latest available registrations. Spatial coverage is India with district-level granularity; temporal coverage corresponds to the most recent date available. The dataset structure typically includes district, state, enterprise category, and registration counts, drawn from official MSME registration records.","Note: This is a one-time, district-level snapshot of MSME manufacturing registrations across India. Counts are aggregated by district and enterprise category. The exact source system is not explicitly stated in the metadata, but data generally derives from national MSME registration records. Not suitable for time-series trend analysis without further updates.",,,Central,One-time,0.8,"{""enhanced_title"": ""District-Wise Total Micro, Small and Medium Enterprises Registered in Manufacturing Sector in India (As of Latest Date)"", ""enhanced_description"": ""This dataset provides district-level tallies of manufacturing MSMEs registered in India, broken down across micro, small and medium categories. It captures the total number of manufacturing units registered in each district, enabling geographic distribution analysis and policy evaluation of the MSME sector. The data supports use cases such as regional planning, supply chain insights, and economic benchmarking, with a one-time update reflecting the latest available registrations. Spatial coverage is India with district-level granularity; temporal coverage corresponds to the most recent date available. The dataset structure typically includes district, state, enterprise category, and registration counts, drawn from official MSME registration records."", ""generated_note"": ""Note: This is a one-time, district-level snapshot of MSME manufacturing registrations across India. Counts are aggregated by district and enterprise category. The exact source system is not explicitly stated in the metadata, but data generally derives from national MSME registration records. Not suitable for time-series trend analysis without further updates."", ""processing_summary"": {""title_changes"": ""Expanded MSME acronym to Micro, Small and Medium Enterprises; clarified geographic scope with 'in India'; added temporal qualifier '(As of Latest Date)'; improved readability and consistency"", ""description_changes"": ""Created a comprehensive description detailing contents, scope, granularity, update frequency, and potential use cases; indicated data structure elements (district, state, category, counts); emphasized geographic and temporal scope"", ""note_generation"": ""Generated note focusing on data collection context, one-time snapshot nature, potential source system ambiguity, and usage considerations""}, ""metadata_quality_score"": 0.8, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcterms:temporal"", ""dcatin:note""]}"
District-wise MGNREGA Data at a Glance,,5,District-Wise Mahatma Gandhi National Rural Employment Guarantee Act Data at a Glance Across India,"This district-level dataset provides monitoring data for the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) program across India. Updated daily by the central government, it aggregates indicators related to employment generation and district-level program implementation, enabling policymakers, analysts, and researchers to track performance and identify trends. Temporal coverage spans multiple years as records accrue, with near real-time visibility from daily refreshes. Published by the Ministry of Rural Development (MoRD) and compiled from official government records and portals, the data is district-level and nationwide in scope, suitable for governance monitoring and impact assessment.","Data are sourced from central government MGNREGA implementation records and MoRD portals, updated daily. District-level indicators may reflect reporting lags and revisions; users should consult official MoRD data portals for the latest figures and account for potential district boundary changes in longitudinal analyses.",,,Central,Daily,0.85,"{""enhanced_title"": ""District-Wise Mahatma Gandhi National Rural Employment Guarantee Act Data at a Glance Across India"", ""enhanced_description"": ""This district-level dataset provides monitoring data for the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) program across India. Updated daily by the central government, it aggregates indicators related to employment generation and district-level program implementation, enabling policymakers, analysts, and researchers to track performance and identify trends. Temporal coverage spans multiple years as records accrue, with near real-time visibility from daily refreshes. Published by the Ministry of Rural Development (MoRD) and compiled from official government records and portals, the data is district-level and nationwide in scope, suitable for governance monitoring and impact assessment."", ""generated_note"": ""Data are sourced from central government MGNREGA implementation records and MoRD portals, updated daily. District-level indicators may reflect reporting lags and revisions; users should consult official MoRD data portals for the latest figures and account for potential district boundary changes in longitudinal analyses."", ""processing_summary"": {""title_changes"": ""Expanded 'MGNREGA' to full form and added national scope with 'Across India'; clarified daily update context"", ""description_changes"": ""Created a comprehensive description detailing dataset scope (district-level, India-wide), update frequency, temporal coverage, and publishing authority"", ""note_generation"": ""Basis drawn from standard government data practices for MoRD/MGNREGA datasets, emphasizing data provenance and potential quality considerations""}, ""metadata_quality_score"": 0.85, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcatin:note"", ""dcterms:temporal"", ""dcterms:temporalResolution""]}"
Indian Sign Language Dictionary till January 2024,,1,Indian Sign Language Dictionary Through January 2024 in India,"This dataset serves as a centralized reference for Indian Sign Language terms and their glosses, intended to support communication, education, and accessibility across India. It documents sign entries with corresponding meanings and, where available, links to demonstration assets, enabling users to reference standard vocabulary used in Deaf communities. Updated on an annual basis, the collection reflects the state of sign language lexicon as of January 2024 and underpins educational material, policy planning, and assistive technology initiatives within government and public sector programs. The data's structure supports term-level lookup and potential district- or state-level breakdown as provided by source materials.","Note: Central government dictionary curated from official accessibility resources; where media assets exist, visuals or links accompany entries. Data updated annually; as of January 2024, reflects contemporary lexicon usage and is intended for educational, policy, and assistive tech applications.",,,Central,Annual,0.65,"{""enhanced_title"": ""Indian Sign Language Dictionary Through January 2024 in India"", ""enhanced_description"": ""This dataset serves as a centralized reference for Indian Sign Language terms and their glosses, intended to support communication, education, and accessibility across India. It documents sign entries with corresponding meanings and, where available, links to demonstration assets, enabling users to reference standard vocabulary used in Deaf communities. Updated on an annual basis, the collection reflects the state of sign language lexicon as of January 2024 and underpins educational material, policy planning, and assistive technology initiatives within government and public sector programs. The data's structure supports term-level lookup and potential district- or state-level breakdown as provided by source materials."", ""generated_note"": ""Note: Central government dictionary curated from official accessibility resources; where media assets exist, visuals or links accompany entries. Data updated annually; as of January 2024, reflects contemporary lexicon usage and is intended for educational, policy, and assistive tech applications."", ""processing_summary"": {""title_changes"": ""Added geographic scope 'in India' and temporal context 'Through January 2024' to clarify coverage and timing"", ""description_changes"": ""Generated a comprehensive description detailing purpose, contents, update frequency, and potential data structure; included geographic and temporal scope and use cases"", ""note_generation"": ""Created note based on typical government accessibility lexicon datasets, highlighting data collection, media assets, and update cadence""}, ""metadata_quality_score"": 0.65, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note"", ""dcat:temporalResolution"", ""dcterms:temporal"", ""dcterms:publisher""]}"
"Percentage of households having electricity, Improved source of drinking water, Having access to improved toilet facility, Use clean fuel for cooking - DLHS IV",,1,"Household Access Indicators From DLHS Round IV: Electricity, Drinking Water, Sanitation, Clean Cooking Fuel In India","This dataset presents the share of Indian households with electricity, an improved source of drinking water, access to an improved toilet facility, and the use of clean cooking fuel, as collected in the District Level Household Survey Round IV (DLHS IV). It aggregates national figures and, where available, sub-national breakdowns by state and district to enable regional comparisons. The indicators support monitoring of basic services coverage, informing health and family welfare planning, and aiding researchers and policymakers in trend analysis. Update frequency is irregular, tied to the DLHS survey cycle, and data are organized at national and sub-national levels with metadata describing scope and methodology.",Data are sourced from the District Level Household Survey Round IV (DLHS IV) conducted by the government. Indicators are percentage shares derived from household interviews using standard DLHS methodology with quality checks. Not real-time; released according to survey cycles and reporting schedules. Data context align with Health and Family Welfare objectives and sub-national availability where collected.,,,Central,Irregular,0.68,"{""enhanced_title"": ""Household Access Indicators From DLHS Round IV: Electricity, Drinking Water, Sanitation, Clean Cooking Fuel In India"", ""enhanced_description"": ""This dataset presents the share of Indian households with electricity, an improved source of drinking water, access to an improved toilet facility, and the use of clean cooking fuel, as collected in the District Level Household Survey Round IV (DLHS IV). It aggregates national figures and, where available, sub-national breakdowns by state and district to enable regional comparisons. The indicators support monitoring of basic services coverage, informing health and family welfare planning, and aiding researchers and policymakers in trend analysis. Update frequency is irregular, tied to the DLHS survey cycle, and data are organized at national and sub-national levels with metadata describing scope and methodology."", ""generated_note"": ""Data are sourced from the District Level Household Survey Round IV (DLHS IV) conducted by the government. Indicators are percentage shares derived from household interviews using standard DLHS methodology with quality checks. Not real-time; released according to survey cycles and reporting schedules. Data context align with Health and Family Welfare objectives and sub-national availability where collected."", ""processing_summary"": {""title_changes"": ""Expanded abbreviations, added geographic scope, and refined to a concise, searchable title in Title Case"", ""description_changes"": ""Generated a comprehensive description outlining dataset contents, scope (national and potential sub-national), purpose, update context, and data structure"", ""note_generation"": ""Created notes based on expected DLHS IV data collection practices and potential data quality considerations when explicit note is absent""}, ""metadata_quality_score"": 0.68, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note"", ""dcterms:temporal"", ""dcat:temporalResolution"", ""dcterms:publisher""]}"
District Level Manufacturing MSME Registered Enterprises under UDYAM Registration till last date,,4,"District-Level Manufacturing Micro, Small and Medium Enterprises Registered Under Udyam Registration Across India, Updated Daily","This dataset provides district-level counts of manufacturing Micro, Small and Medium Enterprises (MSMEs) registered under the Udyam Registration scheme in India. It presents the total number of registered enterprises per district, with size-category details where available, enabling district- and state-level economic analysis and policy monitoring. The data supports use cases in regional planning, market research, and MSME ecosystem tracking, and is refreshed daily to reflect the latest registrations from the Udyam system. Temporal coverage is ongoing up to the most recent update, and the dataset is suitable for trend analysis and comparative studies across districts.","Data is collected from the Udyam Registration portal and aggregates district-level MSME manufacturing registrations. Updates occur daily, subject to registry submissions and processing delays. Figures reflect registered enterprises (not necessarily active operations) and may vary with district boundary changes and size-class availability.",,,Central,Daily,0.85,"{""enhanced_title"": ""District-Level Manufacturing Micro, Small and Medium Enterprises Registered Under Udyam Registration Across India, Updated Daily"", ""enhanced_description"": ""This dataset provides district-level counts of manufacturing Micro, Small and Medium Enterprises (MSMEs) registered under the Udyam Registration scheme in India. It presents the total number of registered enterprises per district, with size-category details where available, enabling district- and state-level economic analysis and policy monitoring. The data supports use cases in regional planning, market research, and MSME ecosystem tracking, and is refreshed daily to reflect the latest registrations from the Udyam system. Temporal coverage is ongoing up to the most recent update, and the dataset is suitable for trend analysis and comparative studies across districts."", ""generated_note"": ""Data is collected from the Udyam Registration portal and aggregates district-level MSME manufacturing registrations. Updates occur daily, subject to registry submissions and processing delays. Figures reflect registered enterprises (not necessarily active operations) and may vary with district boundary changes and size-class availability."", ""processing_summary"": {""title_changes"": ""Expanded abbreviations (MSME \u2192 Micro, Small and Medium Enterprises); added geographic scope 'Across India'; replaced 'till last date' with 'Updated Daily' for clarity and frequency"", ""description_changes"": ""From a terse description to a comprehensive, 4-5 sentence overview describing scope, contents, use cases, frequency, and temporal reach; clarified data structure expectations and potential uses"", ""note_generation"": ""Basis for note drawn from implied data source (UDYAM/Udyam Registration), update cadence, and typical data characteristics (district-level, size category if available)""}, ""metadata_quality_score"": 0.85, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note"", ""dcat:temporalResolution"", ""dcterms:temporal"", ""dcterms:publisher""]}"
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",,1,"District Rainfall Normals (mm) by Month, Season and Year for India, 1951–2000","This historical dataset provides district-level rainfall normals, expressed in millimetres, aggregated for monthly, seasonal, and annual periods across India for the reference span 1951–2000. It enables analysis of spatial and seasonal rainfall patterns, supports agricultural planning, water resource management, and climate research. The data are organized by district with monthly values, seasonal aggregates, and annual totals, and are sourced from long-term rainfall observations compiled for comparative use. Published as a one-time release by the responsible government authority, it offers a consistent historical baseline for trend analysis and policy planning.","Notes: Data are derived from routine rainfall observations across districts and compiled as norms for 1951–2000; this is a historical, one-time publication. Not real-time; suitable for historical trend analyses and resource planning; the dataset adheres to standard metadata practices for Indian government data.",,,Central,One-time,0.78,"{""enhanced_title"": ""District Rainfall Normals (mm) by Month, Season and Year for India, 1951\u20132000"", ""enhanced_description"": ""This historical dataset provides district-level rainfall normals, expressed in millimetres, aggregated for monthly, seasonal, and annual periods across India for the reference span 1951\u20132000. It enables analysis of spatial and seasonal rainfall patterns, supports agricultural planning, water resource management, and climate research. The data are organized by district with monthly values, seasonal aggregates, and annual totals, and are sourced from long-term rainfall observations compiled for comparative use. Published as a one-time release by the responsible government authority, it offers a consistent historical baseline for trend analysis and policy planning."", ""generated_note"": ""Notes: Data are derived from routine rainfall observations across districts and compiled as norms for 1951\u20132000; this is a historical, one-time publication. Not real-time; suitable for historical trend analyses and resource planning; the dataset adheres to standard metadata practices for Indian government data."", ""processing_summary"": {""title_changes"": ""Geographic scope added ('for India'), time period included, units clarified; capitalization normalized"", ""description_changes"": ""Expanded from empty to a structured, informative description covering contents, scope, purpose, update frequency, and data structure"", ""note_generation"": ""Generated note focusing on data collection methodology, temporal scope, and usage considerations; aligns with Indian data conventions""}, ""metadata_quality_score"": 0.78, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcterms:spatial"", ""dcterms:temporal"", ""dcatin:note""]}"
"District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Tamil Nadu",,1,"District-Wise Number of Poultry Farms and Poultry Birds in Farms, Tamil Nadu, India, 2007","This dataset provides district-level counts of poultry farms and the number of poultry birds in farms for Tamil Nadu for the year 2007. It offers a granular view of the poultry sector to support analysis of farm density, production capacity, and regional disparities across districts. The data informs planning, policy evaluation, and resource allocation in animal husbandry and agriculture, with potential applications in market forecasting and disease surveillance. The dataset is updated on a quinquennial basis and reflects the 2007 snapshot from state-level agriculture and animal husbandry authorities compiled into central statistics. Geographic coverage is Tamil Nadu, India; granularity is district-wise.",District-wise counts are derived from state-level poultry statistics for 2007 and aggregated for central use. The values represent the number of poultry farms and total poultry birds by district. Data collection may vary in completeness across districts; users should consider district boundary changes and reporting limitations when performing trend analyses.,,,Central,quinquennial,0.8,"{""enhanced_title"": ""District-Wise Number of Poultry Farms and Poultry Birds in Farms, Tamil Nadu, India, 2007"", ""enhanced_description"": ""This dataset provides district-level counts of poultry farms and the number of poultry birds in farms for Tamil Nadu for the year 2007. It offers a granular view of the poultry sector to support analysis of farm density, production capacity, and regional disparities across districts. The data informs planning, policy evaluation, and resource allocation in animal husbandry and agriculture, with potential applications in market forecasting and disease surveillance. The dataset is updated on a quinquennial basis and reflects the 2007 snapshot from state-level agriculture and animal husbandry authorities compiled into central statistics. Geographic coverage is Tamil Nadu, India; granularity is district-wise."", ""generated_note"": ""District-wise counts are derived from state-level poultry statistics for 2007 and aggregated for central use. The values represent the number of poultry farms and total poultry birds by district. Data collection may vary in completeness across districts; users should consider district boundary changes and reporting limitations when performing trend analyses."", ""processing_summary"": {""title_changes"": ""Added explicit geographic scope (Tamil Nadu, India) and year, standardized to district-wide framing"", ""description_changes"": ""Expanded to include purpose, data structure (district-wise counts), frequency, and usage scenarios; clarified geographic and temporal scope"", ""note_generation"": ""Created from minimal input by leveraging keywords, spatial and temporal context, and typical Indian poultry data collection practices""}, ""metadata_quality_score"": 0.8, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcterms:spatial"", ""dcterms:temporal"", ""dcat:keyword"", ""dcterms:publisher"", ""dcatin:note""]}"
Location wise daily Ambient Air Quality of Tamil Nadu for the year 2014,,1,"Location-Wise Daily Ambient Air Quality in Tamil Nadu, India, 2014","This dataset provides daily ambient air quality observations for Tamil Nadu for the year 2014, collected from government monitoring stations across the state. It records measurements of common air pollutants and air quality indicators at the station level, with fields for date, location, pollutant parameter, value, and unit. The dataset supports air quality monitoring, trend analysis, policy planning, and public awareness by enabling state-wide assessments and district- or site-level comparisons where available. Compiled annually with daily resolution, the data originate from the Tamil Nadu state environmental monitoring network and are published by the relevant state environmental authority using standardized collection procedures.","Sourced from the Tamil Nadu state ambient air quality monitoring network; readings are validated before publication. The daily observations for 2014 are compiled into an annual dataset, suitable for district- or site-level analysis, and may be subject to QA corrections.",,,Central,Annual,0.8,"{""enhanced_title"": ""Location-Wise Daily Ambient Air Quality in Tamil Nadu, India, 2014"", ""enhanced_description"": ""This dataset provides daily ambient air quality observations for Tamil Nadu for the year 2014, collected from government monitoring stations across the state. It records measurements of common air pollutants and air quality indicators at the station level, with fields for date, location, pollutant parameter, value, and unit. The dataset supports air quality monitoring, trend analysis, policy planning, and public awareness by enabling state-wide assessments and district- or site-level comparisons where available. Compiled annually with daily resolution, the data originate from the Tamil Nadu state environmental monitoring network and are published by the relevant state environmental authority using standardized collection procedures."", ""generated_note"": ""Sourced from the Tamil Nadu state ambient air quality monitoring network; readings are validated before publication. The daily observations for 2014 are compiled into an annual dataset, suitable for district- or site-level analysis, and may be subject to QA corrections."", ""processing_summary"": {""title_changes"": ""Geographic scope clarified to Tamil Nadu, India; date range added and formatted in title case"", ""description_changes"": ""Expanded with scope, data structure, purpose, frequency, and coverage; added source and publisher context"", ""note_generation"": ""Based on standard ambient air quality monitoring practices and state network data flow""}, ""metadata_quality_score"": 0.8, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcterms:publisher"", ""dcatin:note"", ""dcterms:temporal"", ""dcterms:temporalResolution""]}"
"Longitudinal Ageing Study in India (LASI), Wave  I, 2017-18",,1,"Longitudinal Ageing Study in India (LASI) Wave I Data, 2017–2018, Nationally Representative","This dataset presents the baseline Wave I of the Longitudinal Ageing Study in India (LASI), a nationally representative survey of adults aged 45 and older across India. It includes health status, chronic conditions, functional ability, healthcare utilization, and socio-economic indicators, enabling analyses of ageing, health disparities, and policy impact. The data are organized at the respondent and household levels with state-level representation and urban-rural stratification, supporting state comparisons and national estimates with appropriate weights. Wave I data were collected during 2017–2018 using standardized survey instruments. The release is irregular, with future waves enhancing longitudinal analyses.","Wave I data were collected through structured interviews conducted across multiple states in 2017–2018. Data quality is ensured through standardized instruments, field checks, and the application of sampling weights for national estimates. This dataset serves as the baseline for LASI’s longitudinal framework and aligns with privacy and consent guidelines.",,,Central,Irregular,0.65,"{""enhanced_title"": ""Longitudinal Ageing Study in India (LASI) Wave I Data, 2017\u20132018, Nationally Representative"", ""enhanced_description"": ""This dataset presents the baseline Wave I of the Longitudinal Ageing Study in India (LASI), a nationally representative survey of adults aged 45 and older across India. It includes health status, chronic conditions, functional ability, healthcare utilization, and socio-economic indicators, enabling analyses of ageing, health disparities, and policy impact. The data are organized at the respondent and household levels with state-level representation and urban-rural stratification, supporting state comparisons and national estimates with appropriate weights. Wave I data were collected during 2017\u20132018 using standardized survey instruments. The release is irregular, with future waves enhancing longitudinal analyses."", ""generated_note"": ""Wave I data were collected through structured interviews conducted across multiple states in 2017\u20132018. Data quality is ensured through standardized instruments, field checks, and the application of sampling weights for national estimates. This dataset serves as the baseline for LASI\u2019s longitudinal framework and aligns with privacy and consent guidelines."", ""processing_summary"": {""title_changes"": ""Expanded acronym LASI, clarified Wave I and national scope, added explicit time period"", ""description_changes"": ""Incorporated content scope (health, socio-economic indicators), sampling design (state-level representation, urban-rural stratification), weighting, and longitudinal potential; emphasized irregular update cadence"", ""note_generation"": ""Derived from LASI baseline dataset characteristics and standard data governance practices; no external portal specifics assumed""}, ""metadata_quality_score"": 0.65, ""source_fields_used"": [""dcterms:title"", ""dcterms:description"", ""dcat:theme"", ""dcterms:spatial"", ""dcatin:jurisdictionLevel"", ""dct:accrualPeriodicity"", ""dcat:keyword"", ""dcatin:note"", ""dcterms:temporal"", ""dcterms:temporalResolution"", ""dcterms:publisher""]}"
