dcterms:title,dcterms:type,unmapped_catalog_title,dcatin:jurisdictionLevel,dcatin:applicableLegislation,dcterms:publisher,qualifiedAttribution1,qualifiedAttribution2,dcterms:modified,dcterms:created,dcat:theme,dcat:keyword,unmapped_field_resource_type,dct:accrualPeriodicity,dct:temporalResolution,dcterms:relation[from_api],unmappabled_is_api_available,unmappable_is_visualized,unmappable_api_request_count,dcatin:hvdCategory,unmappable_field_show_export,dcterms:creator,prov:qualifiedAttribution,unmappable_is_rated,unmappable_external_api_reference,dcatin:note,dcat:accessURL,dcterms:identifier,dcterms:landingPage,dcterms:source,unmappable_ogdp_download_count,unmappable_ogdp_view_count,dcterms:spatial,dcterms:temporal ,dcterms:rights,foaf:depiction,dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:isVersionOf,dcterms:description,dcterms:alternative/dcterms:abstract,dcterms:language
Seasonal and Annual Min/Max Temp Series - India from 1901 to 2017,Dataset,All India Seasonal and Annual Min/Max Temperature Series,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",12/12/2021,4/12/2018,Science and Technology;Atmospheric Science;Earth Sciences,Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,1,Annual,Annual,0,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,"Data values are in degree Celsius.
",data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,field_reference_url,1851,4954,data.gov.in,,,,,,,,,,,
Daily data of Evapotranspiration of NRSC,Dataset,Daily Data of Evapo-transpiration,Central,NDSAP,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,15/6/2025,4/10/2022,Ground Water,,5,Monthly,Monthly,1,1,,,1,TRUE,National Water Informatics Centre,National Water Informatics Centre,0,7257813,,data.gov.in/resource/daily-data-evapotranspiration-nrsc,data.gov.in/resource/daily-data-evapotranspiration-nrsc,data.gov.in/resource/daily-data-evapotranspiration-nrsc,field_reference_url,1816,3394,data.gov.in,,,,,,,,,,,
"District wise, Disability wise, Age group wise , Gender wise Unique Disability ID (UDID) data as on 11.06.2024",Dataset,Unique Disability ID (UDID) ,Central,NDSAP,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,,11/6/2024,6/9/2023,Social Development,Social Development,1,Quarterly,Quarterly,0,1,,,1,TRUE,Department of Empowerment of Persons with Disabilities,Department of Empowerment of Persons with Disabilities,0,,"Title of dataset: UDID Card data (www.swavlambancard.gov.in) updated: 11/06/2024.  Department:  (Department of Empowerment of Persons with Disabilities)  File formats Databases: .csv Format   Field Name: 1: State/UT Name(state_name), 2: District (district_name), 3: Disability Name (disability_type_name)  4: Age Group (age_group),    5: Gender: male_count (No of male Count in UDID), 6:Gender Female_count (No of Female Count in UDID), 7: Total Number (total_count)(Male Count ) + (Female count).                                                                                                                                         Department  will update data on quarterly basis. ",data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,field_reference_url,1799,1603,data.gov.in,,,,,,,,,,,
All India Consumer Price Index (Rural/Urban) upto May 2023,Dataset,All India Consumer Price Index (Rural/Urban),Central,NDSAP,Ministry of Statistics and Programme Implementation,,,18/9/2023,17/7/2023,Economy;Prices;Finance;Economy;Statistics,,1,Monthly,Monthly,0,1,,1,1,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,0,,,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,field_reference_url,1737,1934,data.gov.in,,,,,,,,,,,
"All India area weighted monthly, seasonal and annual rainfall (in mm) from 1901-2015",Dataset,Rainfall in India,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",10/12/2021,2/1/2017,Science and Technology;Atmospheric Science;Earth Sciences,Science and Technology;Atmospheric Science;Earth Sciences,1,Annual,Annual,,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,Monthly rainfall series contains monthly rainfall data for the period 1901- 2012 from delayed mode computation using all available stations and 2013-2015 from real time data series; NA: Not Available,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,field_reference_url,1733,2023,data.gov.in,,,,,,,,,,,
Crime Head-wise Police Disposal of IPC Crime Cases during 2021,Dataset,Crime in India - 2021,Central,NDSAP,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),18/10/2022,17/10/2022,Police,Army,1,Annual,Annual,0,1,,1,0,TRUE,National Crime Records Bureau (NCRB),National Crime Records Bureau (NCRB),0,0,As per data provided by States/UTs,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,field_reference_url,1683,1629,data.gov.in,,,,,,,,,,,
"Foreign Tourist Arrivals (FTAs), Arrivals of Non-Resident Indians (NRIs) and International Tourist Arrival (ITAs) from 1981 to 2017",Dataset,India Tourism Statistics,Central,NDSAP,Ministry of Tourism,,,28/10/2022,2/5/2019,Travel and Tourism,,1,Annual,Annual,0,0,0,5,0,TRUE,Ministry of Tourism,Ministry of Tourism,0,,"Source: Bureau of Immigration, Govt. of India; NA: Not Available; Data for '2018' is provisional; Value of 'FTAs in India - Percentage change over previous year' for 2018 is Growth Rate over same period of previous year.
",data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,field_reference_url,1673,1754,data.gov.in,,,,,,,,,,,
Enrolment by Age and Class (UDISE plus) during 2019-20,Dataset,Enrolment by Age and Class (UDISE plus),Central,NDSAP,Ministry of Education,Department of School Education and Literacy,,27/1/2022,13/1/2022,Education,Education,1,Annual,Annual,0,1,1,,0,TRUE,Department of School Education and Literacy,Department of School Education and Literacy,1,,,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,field_reference_url,1656,1125,data.gov.in,,,,,,,,,,,
Year-wise retail inflation rate based on Consumer Price Index-Combined (CPI-C) from 2017-18 to 2022-23,Dataset,Answers Data of Rajya Sabha Questions for Session 259,Central,NDSAP,Rajya Sabha,,,30/5/2023,29/5/2023,All,Finance,1,Quarterly,Quarterly,0,1,1,,0,TRUE,Rajya Sabha,Rajya Sabha,0,0,"Source - RAJYA SABHA SESSION - 259 UNSTARRED QUESTION No 3106. ANSWERED ON, 28TH MARCH 2023. Data Figures are in Percentage. FY 2022-23 (April-February). Source - MOSPI. Note - Data for February 2023 is provisional.",data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,field_reference_url,1643,3102,data.gov.in,,,,,,,,,,,
GSVA by Economic Activity at Current Prices for Tamil Nadu from 2011-12 to 2016-17 (as on 31.03.2017),Dataset,Gross State Domestic Product at Current Prices,Central,NDSAP,Ministry of Statistics and Programme Implementation,,,1/8/2017,18/7/2017,Finance;Economy;Statistics,,1,Annual,Annual,,1,0,,0,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,1,,Data values are Rs. in lakh.,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,field_reference_url,1639,1771,data.gov.in,,,,,,,,,,,
District-wise Demographic Data of Unorganised Workers registered on eShram as on Previous Day,Dataset,Demographic Data of Unorganised Workers registered on eShram portal,Central,NDSAP,Ministry of Labour and Employment,,,27/6/2025,19/12/2023,Unorganized Sector Workers,Labour and Employment,5,Daily,Daily,1,1,,,1,TRUE,Ministry of Labour and Employment,Ministry of Labour and Employment,1,7844104,The data is based on self declaration.,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,field_reference_url,1553,595880,data.gov.in,,,,,,,,,,,
Monthly Crude Oil Processed by Refineries,Dataset,Crude Oil Processed by Refineries,Central,NDSAP,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,27/6/2025,13/6/2023,Non Renewable,Non Renewable,4,Monthly,Monthly,1,1,,,1,TRUE,Petroleum Planning & Analysis Cell (PPAC),Petroleum Planning & Analysis Cell (PPAC),0,7526649,"Source: Oil Companies, Some of the data may be provisional. For reference / details, please visit PPAC website (https://ppac.gov.in/)",data.gov.in/resource/monthly-crude-oil-processed-refineries,data.gov.in/resource/monthly-crude-oil-processed-refineries,data.gov.in/resource/monthly-crude-oil-processed-refineries,field_reference_url,1541,2299,data.gov.in,,,,,,,,,,,
Statistics of Road Accidents in India From 2013 to 2016,Dataset,State/UT wise total no of road accidents,Central,NDSAP,Ministry of Road Transport and Highways,,,14/2/2025,13/12/2017,Transport;Road Transport,Transport;Road Transport;Transport;Road Transport;Transport;Road Transport;Transport;Road Transport,1,Annual,Annual,0,1,1,,0,TRUE,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,1,,NA: Not Available,data.gov.in/resource/statistics-road-accidents-india-2013-2016,data.gov.in/resource/statistics-road-accidents-india-2013-2016,data.gov.in/resource/statistics-road-accidents-india-2013-2016,field_reference_url,1480,11011,data.gov.in,,,,,,,,,,,
CBSE Result Statistics Class XII - 2023,Dataset,CBSE Result Statistics Class XII,Central,NDSAP,Ministry of Education,Department of School Education and Literacy,Central Board of Secondary Education (CBSE),13/6/2023,13/6/2023,Education,,1,Annual,Annual,0,1,,,0,TRUE,Central Board of Secondary Education (CBSE),Central Board of Secondary Education (CBSE),0,,"Regd.: Registered. Appd.: Appeared, CTSA: Central Tibetan School Administration. JNV: Jawahar Navodaya Vidyalaya. KV: Kendriya Vidyalaya. Data figures are in numbers.",data.gov.in/resource/cbse-result-statistics-class-xii-2023,data.gov.in/resource/cbse-result-statistics-class-xii-2023,data.gov.in/resource/cbse-result-statistics-class-xii-2023,field_reference_url,1449,565,data.gov.in,,,,,,,,,,,
"District-wise availability of health centres in India as on 31st March, 2017",Dataset,Rural Health Statistics - 2017,Central,NDSAP,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,12/2/2025,4/4/2018,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health,1,Annual,Annual,0,1,1,,0,TRUE,Department of Health and Family Welfare,Department of Health and Family Welfare,1,,"For Arunachal Pradesh, Out of 588  total 312 Sub Centres are functional in the State; For Tamil Nadu, Out of Total 1835 PHCs 1362 PHCs are functioning in Rural areas, while 473 are in urban areas;  Old name of district Gurugram was Gurgaon;  Old name of district Nuh was Mewat; NA: Not Available",data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,field_reference_url,1444,2891,data.gov.in,,,,,,,,,,,
"Area weighted monthly, seasonal and annual rainfall ( in mm) for 36 meteorological subdivisions from 1901-2015",Dataset,Rainfall in India,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",10/12/2021,2/1/2017,Science and Technology;Atmospheric Science;Earth Sciences,Science and Technology;Atmospheric Science;Earth Sciences,1,Annual,Annual,,1,1,,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,Monthly rainfall series contains monthly rainfall data for the period 1901- 2012 from delayed mode computation using all available stations and 2013-2015 from real time data series; NA: Not Available,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,field_reference_url,1380,1782,data.gov.in,,,,,,,,,,,
Monthly mean maximum & minimum temperature and total rainfall based upon 1901-2000 data,Dataset,Climatology data of Important Cities,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",10/12/2021,26/10/2015,Science and Technology;Earth Sciences,Science and Technology;Earth Sciences,1,Annual,Annual,,1,1,1,0,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",1,,,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,field_reference_url,1320,5345,data.gov.in,,,,,,,,,,,
Monthly Consumption of Petroleum Products,Dataset,Consumption of Petroleum Products,Central,NDSAP,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,27/6/2025,19/5/2023,Power and Energy,,1,Daily,Monthly,1,1,,,1,TRUE,Petroleum Planning & Analysis Cell (PPAC),Petroleum Planning & Analysis Cell (PPAC),0,7492382,"i) Part of the data may be provisional. For details kindly refer to PPAC website ( https://ppac.gov.in )ii) The source of information includes Oil Companies, DGCIS & online SEZ data.",data.gov.in/resource/monthly-consumption-petroleum-products,data.gov.in/resource/monthly-consumption-petroleum-products,data.gov.in/resource/monthly-consumption-petroleum-products,field_reference_url,1264,1010,data.gov.in,,,,,,,,,,,
"State-wise Population, Decadal Population Growth Rate and Population Density - 2011",Dataset,Rural Health Statistics - 2015,Central,NDSAP,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,10/12/2021,12/7/2016,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,Annual,Annual,,1,0,,0,TRUE,Department of Health and Family Welfare,Department of Health and Family Welfare,1,,"For Manipur: Updated population of Manipur as per the order (9/25/2013-CD(Cen.) dtd 07-01-2014) of RGI; For Andhra Pradesh and Telangana: Data collected from the States; NA: Not Available; Source: Population Census of India, Office of the Registrar General & Census Commissioner, India",data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,field_reference_url,1261,747,data.gov.in,,,,,,,,,,,
District Wise Total  MSME Registered Manufacturing Enterprises till last date,Dataset,Udyog Aadhaar Memorandum  ( MSME Registration ),Central,NDSAP,"Ministry of Micro, Small and Medium Enterprises",,,7/8/2019,23/7/2019,Medium;Micro;Small Scale,Medium;Micro;Small Scale,1,One-time,Daily,1,1,1,,0,TRUE,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",1,6667162,,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,data.gov.in/resource/district-wise-total-msme-registered-manufacturing-enterprises-till-last-date,field_reference_url,1250,2092,data.gov.in,,,,,,,,,,,
District-wise MGNREGA Data at a Glance ,Dataset,Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Central,NDSAP,Ministry of Rural Development,Department of Rural Development (DRD),,27/6/2025,11/9/2023,Development,Development,5,Daily,Daily,1,1,,1,1,TRUE,Department of Rural Development (DRD),Department of Rural Development (DRD),1,603001422,,data.gov.in/resource/district-wise-mgnrega-data-glance,data.gov.in/resource/district-wise-mgnrega-data-glance,data.gov.in/resource/district-wise-mgnrega-data-glance,field_reference_url,1235,1748,data.gov.in,,,,,,,,,,,
District Level Manufacturing MSME Registered Enterprises under UDYAM Registration till last date,Dataset, UDYAM Registration (MSME Registration),Central,NDSAP,"Ministry of Micro, Small and Medium Enterprises",,,27/6/2025,26/10/2021,Industries;Medium;Micro;Small Scale,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,4,Daily,Daily,1,1,1,11,1,TRUE,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",0,7159068,,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,data.gov.in/resource/district-level-manufacturing-msme-registered-enterprises-under-udyam-registration-till,field_reference_url,1181,835,data.gov.in,,,,,,,,,,,
Indian Sign Language Dictionary till January 2024,Dataset,Indian Sign Language Dictionary,Central,NDSAP,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,,18/2/2025,6/2/2024,Disabled,Disabled,1,Annual,Annual,0,0,,73,0,TRUE,Department of Empowerment of Persons with Disabilities,Department of Empowerment of Persons with Disabilities,0,,,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,data.gov.in/resource/indian-sign-language-dictionary-till-january-2024,field_reference_url,1163,680,data.gov.in,,,,,,,,,,,
"Percentage of households having electricity, Improved source of drinking water, Having access to improved toilet facility, Use clean fuel for cooking - DLHS IV",Dataset,District Level Household and Facility Survey (DLHS-4),Central,NDSAP,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,9/12/2021,24/12/2014,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,Others,Annual,,1,0,,0,TRUE,Department of Health and Family Welfare,Department of Health and Family Welfare,1,,NA :Percentage not shown for below 20 cases; The data of 21 states have been provided,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,data.gov.in/resource/percentage-households-having-electricity-improved-source-drinking-water-having-access,field_reference_url,1144,498,data.gov.in,,,,,,,,,,,
"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",Dataset,"District Rainfall Normal (in mm) Monthly, Seasonal And Annual : Data Period 1951-2000",Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),,17/4/2014,31/5/2013,Science and Technology;Atmospheric Science,Science and Technology;Atmospheric Science,1,One-time,Monthly,,1,1,,0,TRUE,India Meteorological Department (IMD),India Meteorological Department (IMD),1,,,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,data.gov.in/resource/district-rainfall-normal-mm-monthly-seasonal-and-annual-data-period-1951-2000,field_reference_url,1141,6634,data.gov.in,,,,,,,,,,,
Location wise daily Ambient Air Quality of Tamil Nadu for the year 2014,Dataset,Historical Daily Ambient Air Quality Data,Central,NDSAP,"Ministry of Environment, Forest and Climate Change",Central Pollution Control Board,,10/12/2021,6/10/2016,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,Environment and Forest;Industrial Air Pollution;Residential Air Pollution;Vehicular Air Pollution,1,Annual,Daily,,1,0,,0,TRUE,Central Pollution Control Board,Central Pollution Control Board,1,,"Data has been collected from the field instruments, It is likely that the data may display some errors or abnormal values. Any abnormal value may be due to any episode or instrumental error at any particular time; NA: Not Available/Not Applicable; Figures are in micrograms (one-millionth of a gram) per cubic meter.",data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,data.gov.in/resource/location-wise-daily-ambient-air-quality-tamil-nadu-year-2014,field_reference_url,1081,198,data.gov.in,,,,,,,,,,,
"District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Tamil Nadu",Dataset,Details of Poultry Farms and Poultry Birds in Farms,Central,NDSAP,Department of Animal Husbandry and Dairying,"Ministry of Fisheries, Animal Husbandry and Dairying",,12/11/2015,3/11/2015,Agriculture;Animal Husbandry,Agriculture;Animal Husbandry,1,Five Yearly,Five Yearly,,1,1,,0,TRUE,"Ministry of Fisheries, Animal Husbandry and Dairying","Ministry of Fisheries, Animal Husbandry and Dairying",1,,18th Livestock census. All values are in number.,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,data.gov.in/resource/district-wise-number-poultry-farms-and-poultry-birds-farms-2007-tamil-nadu,field_reference_url,1018,1158,data.gov.in,,,,,,,,,,,
"Longitudinal Ageing Study in India (LASI), Wave  I, 2017-18",Dataset,Longitudinal Ageing Study in India (LASI),Central,NDSAP,Ministry of Health and Family Welfare,Department of Health and Family Welfare,International Institute for Population Sciences (IIPS),26/8/2022,10/5/2022,Health and Family welfare;Health,Health,1,Others,Others,0,0,,3,1,TRUE,International Institute for Population Sciences (IIPS),International Institute for Population Sciences (IIPS),0,,"* Including spouse irrespective of age, - indicates less number of cases/ no cases.This factsheet data is based on LASI state factsheets. This information is based on LASI eligible respondents (45+) ** Sikkim state data collection was carried out in 2020-21, this factsheet was release in 2022.While preparing this datasheet, two indicators from India factsheet - 167 & 168 are omitted to match with state/Uts factsheet indicators for detailed footnote refer to https://www.iipsindia.ac.in/sites/default/files/LASI_India_Factsheet.pdfhttps://www.iipsindia.ac.in/sites/default/files/other_files/LASI-Compendium_of_Factsheets%20_All_States_%26_UTs1.pdf",data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,data.gov.in/resource/longitudinal-ageing-study-india-lasi-wave-i-2017-18,field_reference_url,972,436,data.gov.in,,,,,,,,,,,
State Level Consumer Price Index (Rural/Urban)  upto November 2021,Dataset,State Level Consumer Price Index (Rural/Urban),Central,NDSAP,Ministry of Statistics and Programme Implementation,,,27/1/2022,17/1/2022,Economy;Prices;Finance;Economy;Statistics,,1,Monthly,Monthly,0,1,1,1,0,TRUE,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,0,,,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,data.gov.in/resource/state-level-consumer-price-index-ruralurban-upto-november-2021,field_reference_url,937,1941,data.gov.in,,,,,,,,,,,
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Tamil Nadu,Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Tamil Nadu,Central,NDSAP,Ministry of Road Transport and Highways,,,1/9/2016,28/4/2014,Transport;Road Transport,Transport;Road Transport,1,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; The data has been sourced from Road Transport Year Book-2009-10 & 2010-11.,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-22,field_reference_url,920,344,data.gov.in,,,,,,,,,,,
State/UT-wise District Score during 2021-22,Dataset,Performance Grading Index (PGI),Central,NDSAP,Ministry of Education,Department of School Education and Literacy,,14/9/2023,10/9/2023,Education,Army,1,,,0,0,,1,0,TRUE,Department of School Education and Literacy,Department of School Education and Literacy,0,0,,data.gov.in/resource/stateut-wise-district-score-during-2021-22,data.gov.in/resource/stateut-wise-district-score-during-2021-22,data.gov.in/resource/stateut-wise-district-score-during-2021-22,field_reference_url,915,442,data.gov.in,,,,,,,,,,,
Seasonal and Annual Minimum / Maximum Temperature series for the period 1901-2021,Dataset,All India Seasonal and Annual Temperature Series,Central,NDSAP,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,Annual,Annual,0,0,,,1,TRUE,"India Meteorological Department (IMD), Pune","India Meteorological Department (IMD), Pune",0,,,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,data.gov.in/resource/seasonal-and-annual-minimum-maximum-temperature-series-period-1901-2021,field_reference_url,913,598,data.gov.in,,,,,,,,,,,
Shape of Watershed Boundaries of India,Dataset,Hydrological Boundaries,Central,NDSAP,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,28/9/2022,16/9/2022,Surface Water;Ground Water,Ground Water;Surface Water,2,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf",data.gov.in/resource/shape-watershed-boundaries-india,data.gov.in/resource/shape-watershed-boundaries-india,data.gov.in/resource/shape-watershed-boundaries-india,field_reference_url,912,896,data.gov.in,,,,,,,,,,,
"Number of Newly Registered Motor Vehicles in 2011-12 and Number of Registered Motor Vehicles as on 31st March, 2012 in Delhi",Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Delhi,Central,NDSAP,Ministry of Road Transport and Highways,,,7/5/2014,13/2/2014,Transport;Road Transport,Transport;Road Transport,1,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; NA-Not Reported; The data has been sourced from Road Transport Year Book-2011-12.,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,data.gov.in/resource/number-newly-registered-motor-vehicles-2011-12-and-number-registered-motor-vehicles-31st-7,field_reference_url,901,172,data.gov.in,,,,,,,,,,,
