dcterms:title,dcterms:description,dcat:theme,dcterms:created,dcterms:issued,dcterms:modified,dcterms:type,dcat:ByteSize,dcat:mediaType,dcterms:relation,dcterms:identifier,dcat:landingPage,dcterms:source,dcterms:spatial ,dcterms:temporal,dcatin:jurisdictionLevel,dcatin: applicableLegislation,dcterms:accessRight ,dct:accrualPeriodicity,dcat:temporalResolution,dcat:keyword,,dcat:theme,dcat:downloadURL,dcat:accessURL,foaf:depiction,dcat:inCatalog,dcat:contactPoint,     vCard:fn,     vcard:title,     vcard:role,     vcard:organization-name,     vcard:hasEmail,      vcard:hasAddress,               vcard:street-address,               vcard:postal-code,               vcard:locality,dcterms:rights,dcatin:hvdCategory,dcterms:accrualMethod,dcterms:creator,dcterms:publisher,dcterms:publisher,prov:qualifiedAttribution,prov:qualifiedAttribution (If there are multiple qualified attributions),dcatin:note,dcterms:license ,dcterms:language,dcterms:abstract,dcterms:alternative,dcterms:relation,dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:replaces,dcterms:isVersionOf,dcterms:hasVersion,dcat:endpointDescription,dcat:DatasetSeries,dcat:inSeries,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available
Local Government Directory (LGD) - Villages with PIN Codes,,,2022-09-22,2025-06-01,2022-09-22,Dataset,16537702,text/csv,,data.gov.in/resource/local-government-directory-lgd-villages-pin-codes,data.gov.in/resource/local-government-directory-lgd-villages-pin-codes,,,,Central,NDSAP,,Monthly,Monthly,,,Panchayati Raj,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/urban_0.csv,data.gov.in/resource/local-government-directory-lgd-villages-pin-codes,,Local Government Directory (LGD),,,,,,,,,,,,,,Ministry of Panchayati Raj,,Ministry of Panchayati Raj,,,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/f17a1608-5f10-4610-bb50-a63c80d83974?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,3152,2870,7,TRUE,1,7246503,1,,1
Local Government Directory (LGD) - Local Bodies with PIN Codes,,,2022-09-22,2025-06-01,2022-09-22,Dataset,137527,text/csv,,data.gov.in/resource/local-government-directory-lgd-local-bodies-pin-codes,data.gov.in/resource/local-government-directory-lgd-local-bodies-pin-codes,,,,Central,NDSAP,,Monthly,Monthly,,,Panchayati Raj,,data.gov.in/resource/local-government-directory-lgd-local-bodies-pin-codes,,Local Government Directory (LGD),,,,,,,,,,,,,,Ministry of Panchayati Raj,,Ministry of Panchayati Raj,,,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/71818d1a-c114-46cb-aa9b-56ed70d4bc4a?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,2184,2629,,TRUE,1,7246652,1,1,1
"DPIIT-Registered Startups by Sector, State, and Year (2016 Onwards)","A comprehensive dataset tracking the numerical distribution of startups officially registered with India's Department for Promotion of Industry and Internal Trade. This dataset quantifies startup activity across diverse sectors including Construction, Agriculture, AI, and others, with state-wise geographical breakdown and yearly temporal analysis.Each entry provides precise count data, enabling analysis of regional industry concentrations and sector-specific growth trends within India's evolving entrepreneurial landscape","Commerce, Industries, Economy, Statistics",2022-08-30,2022-09-01,2025-02-18,Dataset,32100(32.1KB),text/csv,"https://www.startupindia.gov.in/content/sih/en/search.html?roles=Startup&amp;page=0
   https://www.startupindia.gov.in",8fhu47fb-8be239f-5bufwo34,https://www.data.gov.in/resource/industry-state-and-year-wise-startups-recognized-dpiit-till-last-week,https://www.data.gov.in/datasets_webservices/datasets/7221413,India,2016 / (ongoing-openended),Central,National Data Sharing and Accessibility Policy (NDSAP) (2012),Restricted,"""P7D ^^ xsd:duration"" or ""http://purl.org/cld/freq/weekly""","""P1Y ^^ xsd:duration"" or ""http://purl.org/cld/freq/annual""","dpiit, startup india, state-wise startups, industry-wise startups, year-wise startups,india, entrepreneurship, startups, government programs, economic development, industrial policy","dpiit, startup india, state-wise startups, industry-wise startups, year-wise startups,india, entrepreneurship, startups, government programs, economic development, industrial policy","Commerce, Industries, Economy, Statistics",https://www.startupindia.gov.in/srf/data-gov-in/gov-data-final.csv,https://www.data.gov.in/resource/industry-state-and-year-wise-startups-recognized-dpiit-till-last-week,https://aikosh.indiaai.gov.in/images/fallback-image.png,Startup Recognized by DPIIT from 2016 onwards,,Shri Dilip Kumar Sinha,DDG,Chief Data Officer,Department for Promotion of industry and Internal Trade,mailto:dk [dot] sinha75 [at] gov [dot] in ,,"236, Udyog Bhawan",110001,New Delhi,"© 2012-2015 GOVERNMENT OF INDIA
All rights reserved except published datasets/resources and metadata. ",Statistics,2,Department for Promotion of industry and Internal Trade,NA,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,No department mapped,This dataset encompasses startup registration figures as recognised by DPIIT. DPIIT - Department for Promotion of Industry and Internal Trade.,https://www.data.gov.in/Godl,en,"Official count of DPIIT-recognized startups across India, categorized by industry sector, state, and year, with precise count data updated as on today. ",DPIIT Startup Registry Sectoral and Geographic Distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2617,2083,18,1,0,7221413,0,0,1
Crime Head-wise Police Disposal of IPC Crime Cases (Crime Head-wise) during 2019,,,2021-03-09,2021-03-09,2021-03-05,Dataset,18087,text/csv,,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-crime-head-wise-during-2019,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-crime-head-wise-during-2019,,,,Central,NDSAP,,Annual,Annual,Police,,Home Affairs and Enforcement;Police,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_total_Registered_msme.csv?VersionId=105172500341441,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-crime-head-wise-during-2019,,Crime in India - 2019,,,,,,,,,,,,,,National Crime Records Bureau (NCRB),,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),1,https://www.data.gov.in/Godl,en,,,https://data.gov.in/sites/default/files/dataurl05032021/NCRB_CII-2019_Table_17A.1.csv,,,,,,,,,,,,,1333,2612,,TRUE,1,,1,1,0
District Wise Total MSME Registered Enterprises under UDYAM Registration till last date,,,2021-11-01,2025-06-27,2021-10-26,Dataset,38424,text/csv,,data.gov.in/resource/district-wise-total-msme-registered-enterprises-under-udyam-registration-till-last-date,data.gov.in/resource/district-wise-total-msme-registered-enterprises-under-udyam-registration-till-last-date,,,,Central,NDSAP,,Daily,Daily,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,,Industries;Medium;Micro;Small Scale,,data.gov.in/resource/district-wise-total-msme-registered-enterprises-under-udyam-registration-till-last-date,,UDYAM Registration (MSME Registration),,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/f8cd85a1-f9b8-4ff1-b195-9f75c10eb338?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv ,,,,,,,,,,,,,1567,2447,19,TRUE,1,7159067,1,1,1
Shapefile of Rivers,,,2022-09-28,2022-09-28,2022-09-16,Dataset,,application/zip,,data.gov.in/resource/shapefile-rivers,data.gov.in/resource/shapefile-rivers,,,,Central,NDSAP,,One-time,One-time,Ground Water;Surface Water,,Ground Water;Surface Water,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/All-India-Rainfall-Act_Dep_1901_to_2019_0.csv,data.gov.in/resource/shapefile-rivers,,Boundaries of Water Resources Projects,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,2,https://www.data.gov.in/Godl,en,,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Rivers.zip,,,,,,,,,,,,,2637,2410,,TRUE,0,,0,,0
Rainfall in all India and its departure from normal during Monsoon session (June-Sept) from 1901 to 2019,,,2021-05-20,2021-05-20,2020-11-02,Dataset,4192,text/csv,,data.gov.in/resource/rainfall-all-india-and-its-departure-normal-during-monsoon-session-june-sept-1901-2019,data.gov.in/resource/rainfall-all-india-and-its-departure-normal-during-monsoon-session-june-sept-1901-2019,,,,Central,NDSAP,,Annual,Annual,Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2012_13.csv?VersionId=105166644224513,data.gov.in/resource/rainfall-all-india-and-its-departure-normal-during-monsoon-session-june-sept-1901-2019,,Rainfall in India,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2631,2044,,TRUE,0,,1,1,0
Enrolment by Age and Class (UDISE plus) during 2012-13,,,2023-09-14,2023-09-14,2022-01-13,Dataset,1372069,text/csv,,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2012-13,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2012-13,,,,Central,NDSAP,,Annual,Annual,,,Education,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/district_level_service_msme.csv?VersionId=105172390466305,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2012-13,,Enrolment by Age and Class (UDISE plus),,,,,,,,,,,,,,Department of School Education and Literacy,,Ministry of Education,Department of School Education and Literacy,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1216,2005,0,TRUE,0,,0,0,0
District wise Services MSME Registered Enterprises under UDYAM Registration till last date,,,2021-11-01,2025-06-27,2021-10-26,Dataset,37790,text/csv,,data.gov.in/resource/district-wise-services-msme-registered-enterprises-under-udyam-registration-till-last-date,data.gov.in/resource/district-wise-services-msme-registered-enterprises-under-udyam-registration-till-last-date,,,,Central,NDSAP,,Daily,Daily,Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale;Medium;Micro;Small Scale,,Industries;Medium;Micro;Small Scale,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Min_Max_Seasonal_IMD_2017.csv,data.gov.in/resource/district-wise-services-msme-registered-enterprises-under-udyam-registration-till-last-date,,UDYAM Registration (MSME Registration),,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/c3dfe7e6-0cfd-4ddb-8f79-9cb3695d9866?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,1349,1960,11,TRUE,1,7159069,1,1,1
Seasonal and Annual Min/Max Temp Series - India from 1901 to 2017,,,2018-12-18,2021-12-12,2018-12-04,Dataset,7866,text/csv,,data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,,,,Central,NDSAP,,Annual,Annual,Earth Sciences;Earth Sciences;Earth Sciences;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Daily_data_of_Evapotranspiration_of_NRSC_Agency_during_August_2022.csv,data.gov.in/resource/seasonal-and-annual-minmax-temp-series-india-1901-2017,,All India Seasonal and Annual Min/Max Temperature Series,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,4954,1851,,TRUE,1,,1,1,0
Daily data of Evapotranspiration of NRSC,,,2022-10-04,2025-06-15,2022-10-04,Dataset,1846333,text/csv,,data.gov.in/resource/daily-data-evapotranspiration-nrsc,data.gov.in/resource/daily-data-evapotranspiration-nrsc,,,,Central,NDSAP,,Monthly,Monthly,,,Ground Water,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/UDIDDATA_0.csv,data.gov.in/resource/daily-data-evapotranspiration-nrsc,,Daily Data of Evapo-transpiration,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,5,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/98c433b1-9c86-40c7-baf4-d4eca5385698?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,3394,1816,,TRUE,0,7257813,1,,1
"District wise, Disability wise, Age group wise , Gender wise Unique Disability ID (UDID) data as on 11.06.2024",,,2023-09-11,2024-06-11,2023-09-06,Dataset,3085379,application/vnd.ms-excel,,data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,,,,Central,NDSAP,,Quarterly,Quarterly,Social Development,,Social Development,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/All_India_Index_Upto_April23.csv,data.gov.in/resource/district-wise-disability-wise-age-group-wise-gender-wise-unique-disability-id-udid-data,,Unique Disability ID (UDID),,,,,,,,,,,,,,Department of Empowerment of Persons with Disabilities,,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1603,1799,,TRUE,0,,1,,0
All India Consumer Price Index (Rural/Urban) upto May 2023,,,2023-09-18,2023-09-18,2023-07-17,Dataset,66022,application/vnd.ms-excel,,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,,,,Central,NDSAP,,Monthly,Monthly,,,Economy;Prices;Finance;Economy;Statistics,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_India_1901-2015.csv,data.gov.in/resource/all-india-consumer-price-index-ruralurban-upto-may-2023,,All India Consumer Price Index (Rural/Urban),,,,,,,,,,,,,,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1934,1737,1,TRUE,0,,1,,0
"All India area weighted monthly, seasonal and annual rainfall (in mm) from 1901-2015",,,2017-03-30,2021-12-10,2017-01-02,Dataset,14160,text/csv,,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,,,,Central,NDSAP,,Annual,Annual,Science and Technology;Atmospheric Science;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/NCRB-2021_Table_17A.1.csv,data.gov.in/resource/all-india-area-weighted-monthly-seasonal-and-annual-rainfall-mm-1901-2015,,Rainfall in India,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2023,1733,,TRUE,1,,1,1,
Crime Head-wise Police Disposal of IPC Crime Cases during 2021,,,2022-10-18,2022-10-18,2022-10-17,Dataset,18547,text/csv,,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,,,,Central,NDSAP,,Annual,Annual,Army,,Police,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/Tourism_In_India_Statistics_2018-Table_2.1.1_1.csv,data.gov.in/resource/crime-head-wise-police-disposal-ipc-crime-cases-during-2021,,Crime in India - 2021,,,,,,,,,,,,,,National Crime Records Bureau (NCRB),,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1629,1683,1,TRUE,0,0,1,,0
"Foreign Tourist Arrivals (FTAs), Arrivals of Non-Resident Indians (NRIs) and International Tourist Arrival (ITAs) from 1981 to 2017",,,2022-10-28,2022-10-28,2019-05-02,Dataset,875,text/csv,,data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,,,,Central,NDSAP,,Annual,Annual,,,Travel and Tourism,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/enrolment_age_2019_20.csv?VersionId=105166644598849,data.gov.in/resource/foreign-tourist-arrivals-ftas-arrivals-non-resident-indians-nris-and-international-0,,India Tourism Statistics,,,,,,,,,,,,,,Ministry of Tourism,,Ministry of Tourism,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1754,1673,5,TRUE,0,,0,0,0
Enrolment by Age and Class (UDISE plus) during 2019-20,,,2022-01-13,2022-01-27,2022-01-13,Dataset,1543548,text/csv,,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,,,,Central,NDSAP,,Annual,Annual,Education,,Education,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_259_AU_3106.csv,data.gov.in/resource/enrolment-age-and-class-udise-plus-during-2019-20,,Enrolment by Age and Class (UDISE plus),,,,,,,,,,,,,,Department of School Education and Literacy,,Ministry of Education,Department of School Education and Literacy,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1125,1656,,TRUE,1,,1,1,0
Year-wise retail inflation rate based on Consumer Price Index-Combined (CPI-C) from 2017-18 to 2022-23,,,2023-05-30,2023-05-30,2023-05-29,Dataset,137,text/csv,,data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,,,,Central,NDSAP,,Quarterly,Quarterly,Finance,,All,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,data.gov.in/resource/year-wise-retail-inflation-rate-based-consumer-price-index-combined-cpi-c-2017-18-2022-23,,Answers Data of Rajya Sabha Questions for Session 259,,,,,,,,,,,,,,Rajya Sabha,,Rajya Sabha,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,3102,1643,,TRUE,0,0,1,1,0
GSVA by Economic Activity at Current Prices for Tamil Nadu from 2011-12 to 2016-17 (as on 31.03.2017),,,2017-08-01,2017-08-01,2017-07-18,Dataset,2564,text/csv,,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,,,,Central,NDSAP,,Annual,Annual,,,Finance;Economy;Statistics,https://data.gov.in/files/ogdpv2dms/s3fs-public/eshram_sample_0.csv,data.gov.in/resource/gsva-economic-activity-current-prices-tamil-nadu-2011-12-2016-17-31032017,,Gross State Domestic Product at Current Prices,,,,,,,,,,,,,,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,1,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl18072017/NAD-Tamil_Nadu-GSVA_cur_2016-17.csv,,,,,,,,,,,,,1771,1639,,TRUE,1,,1,0,
District-wise Demographic Data of Unorganised Workers registered on eShram as on Previous Day,,,2023-12-21,2025-06-27,2023-12-19,Dataset,51573,text/csv,,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,,,,Central,NDSAP,,Daily,Daily,Labour and Employment,,Unorganized Sector Workers,https://data.gov.in/files/ogdpv2dms/s3fs-public/CrudeOilProcessing.csv,data.gov.in/resource/district-wise-demographic-data-unorganised-workers-registered-eshram-previous-day,,Demographic Data of Unorganised Workers registered on eShram portal,,,,,,,,,,,,,,Ministry of Labour and Employment,,Ministry of Labour and Employment,,,5,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,595880,1553,,TRUE,1,7844104,1,,1
Monthly Crude Oil Processed by Refineries,,,2023-06-14,2025-06-27,2023-06-13,Dataset,41184,text/csv,,data.gov.in/resource/monthly-crude-oil-processed-refineries,data.gov.in/resource/monthly-crude-oil-processed-refineries,,,,Central,NDSAP,,Monthly,Monthly,Non Renewable,,Non Renewable,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/stat-road-ac-2013-2016.csv,data.gov.in/resource/monthly-crude-oil-processed-refineries,,Crude Oil Processed by Refineries,,,,,,,,,,,,,,Petroleum Planning & Analysis Cell (PPAC),,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/8d3b6596-b09e-4077-aebf-425193185a5b?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,2299,1541,,TRUE,0,7526649,1,,1
Statistics of Road Accidents in India From 2013 to 2016,,,2017-12-14,2025-02-14,2017-12-13,Dataset,4783,text/csv,,data.gov.in/resource/statistics-road-accidents-india-2013-2016,data.gov.in/resource/statistics-road-accidents-india-2013-2016,,,,Central,NDSAP,,Annual,Annual,Transport;Road Transport;Transport;Road Transport;Transport;Road Transport;Transport;Road Transport,,Transport;Road Transport,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/class12-2023.csv,data.gov.in/resource/statistics-road-accidents-india-2013-2016,,State/UT wise total no of road accidents,,,,,,,,,,,,,,Ministry of Road Transport and Highways,,Ministry of Road Transport and Highways,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,11011,1480,,TRUE,1,,1,1,0
CBSE Result Statistics Class XII - 2023,,,2023-06-13,2023-06-13,2023-06-13,Dataset,1625,text/csv,,data.gov.in/resource/cbse-result-statistics-class-xii-2023,data.gov.in/resource/cbse-result-statistics-class-xii-2023,,,,Central,NDSAP,,Annual,Annual,,,Education,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/District-wise_Health_Care_Infrastructure-2017_1.csv,data.gov.in/resource/cbse-result-statistics-class-xii-2023,,CBSE Result Statistics Class XII,,,,,,,,,,,,,,Central Board of Secondary Education (CBSE),,Ministry of Education,Department of School Education and Literacy,Central Board of Secondary Education (CBSE),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,565,1449,,TRUE,0,,1,,0
"District-wise availability of health centres in India as on 31st March, 2017",,,2018-04-04,2025-02-12,2018-04-04,Dataset,27285,text/csv,,data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,,,,Central,NDSAP,,Annual,Annual,Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health;Health and Family welfare;Health,,Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/rainfall_area-wt_sd_1901-2015.csv,data.gov.in/resource/district-wise-availability-health-centres-india-31st-march-2017,,Rural Health Statistics - 2017,,,,,,,,,,,,,,Department of Health and Family Welfare,,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2891,1444,,TRUE,1,,1,1,0
"Area weighted monthly, seasonal and annual rainfall ( in mm) for 36 meteorological subdivisions from 1901-2015",,,2017-03-30,2021-12-10,2017-01-02,Dataset,528115,text/csv,,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,,,,Central,NDSAP,,Annual,Annual,Science and Technology;Atmospheric Science;Earth Sciences,,Science and Technology;Atmospheric Science;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/climate_change_upto_2000_1.csv,data.gov.in/resource/area-weighted-monthly-seasonal-and-annual-rainfall-mm-36-meteorological-subdivisions-1901,,Rainfall in India,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1782,1380,,TRUE,1,,1,1,
Monthly mean maximum & minimum temperature and total rainfall based upon 1901-2000 data,,,2016-09-30,2021-12-10,2015-10-26,Dataset,62833,text/csv,,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,,,,Central,NDSAP,,Annual,Annual,Science and Technology;Earth Sciences,,Science and Technology;Earth Sciences,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/productconsumption.csv,data.gov.in/resource/monthly-mean-maximum-minimum-temperature-and-total-rainfall-based-upon-1901-2000-data-3,,Climatology data of Important Cities,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,5345,1320,1,TRUE,1,,1,1,
Monthly Consumption of Petroleum Products,,,2023-05-19,2025-06-27,2023-05-19,Dataset,23660,text/csv,,data.gov.in/resource/monthly-consumption-petroleum-products,data.gov.in/resource/monthly-consumption-petroleum-products,,,,Central,NDSAP,,Daily,Monthly,,,Power and Energy,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/dataurl12072016/RHS_2015_ch-1_table_2a.csv,data.gov.in/resource/monthly-consumption-petroleum-products,,Consumption of Petroleum Products,,,,,,,,,,,,,,Petroleum Planning & Analysis Cell (PPAC),,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,1010,1264,,TRUE,0,7492382,1,,1
"State-wise Population, Decadal Population Growth Rate and Population Density - 2011",,,2016-07-13,2021-12-10,2016-07-12,Dataset,1322,text/csv,,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,,,,Central,NDSAP,,Annual,Annual,Health and Family welfare;Family Welfare;Health,,Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogdpv2dms/s3fs-public/datafile/uam_msme_total_manufacturing_unit.csv,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011,,Rural Health Statistics - 2015,,,,,,,,,,,,,,Department of Health and Family Welfare,,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,1,https://www.data.gov.in/Godl,en,,,http://data.gov.in/sites/default/files/dataurl12072016/RHS_2015_ch-1_table_2a.csv,,,,,,,,,,,,,747,1261,,TRUE,1,,1,0,
