title,resource_category,catalog_title,govt_type,ministry_department,state_department,published_date,changed,created,sector,sector_resource,field_resource_type,datafile,datafile_url,file_format,file_size,frequency,granularity,field_from_api,is_api_available,is_visualized,api_request_count,field_high_value_dataset,field_show_export,cdos_state_ministry,is_rated,external_api_reference,note,node_alias,ogdp_download_count,ogdp_view_count,domain
Eight Core Industries (Base Year 2011-12) till last month,Dataset,Eight Core Industries,Central,Ministry of Commerce and Industry;Department for Promotion of industry and Internal Trade;Office of the Economic Adviser,,21/9/2017,27/6/2025,14/9/2017,Industries;Manufacturing,Industries;Manufacturing,4,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData.csv,https://api.data.gov.in/resource/cc473f03-4db1-4c34-949e-481bdb3da490?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,text/csv,20087,Monthly,Monthly,1,1,1,2,0,TRUE,Office of the Economic Adviser,1,3630481,"Data of latest month is provisional. Revision has been made based on revised data received for corresponding month of previous year in respect of Coal, Crude Oil, Refinery Products, Fertilizer, Steel, Cement and Electricity. Accordingly, indices for the month of previous year have been revised.; Since October, 2016, Electricity generation data from Renewable sources is also included; NA: Not Applicable/Available",/resource/eight-core-industries-base-year-2011-12-till-last-month,770,753,data.gov.in
State/UT-wise Number of UDID Card Generated as on 28.07.2021,Dataset,Answers Data of Rajya Sabha Questions for Session 254,Central,Rajya Sabha,,30/3/2022,30/3/2022,25/3/2022,All,Social Development,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_254_AU_1917.csv,,text/csv,840,Quarterly,Others,0,1,1,,0,TRUE,Rajya Sabha,0,0,Source: RAJYA SABHA SESSION - 254 UNSTARRED QUESTION No 1917.,/resource/stateut-wise-number-udid-card-generated-28072021,766,474,data.gov.in
State-wise Details of Youth Hostels - 2023,Dataset,Youth Hostel Scheme,Central,Ministry of Youth Affairs and Sports;Department of Youth Affairs,,28/6/2023,14/2/2025,30/5/2023,Youth and Sports,Youth and Sports,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/youth-hostel.csv,,text/csv,8425,Annual,Annual,0,0,,3,0,TRUE,Department of Youth Affairs,0,,okk added,/resource/state-wise-details-youth-hostels-2023,760,851,data.gov.in
Import & Export of Petroleum Products - Volumes for Year - 2022-23,Dataset,Import & Export of Petroleum Products,Central,Ministry of Petroleum and Natural Gas;Petroleum Planning & Analysis Cell (PPAC),,27/4/2023,27/4/2023,27/4/2023,Non Renewable,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/importexport202223_0.csv,,text/csv,1996,Monthly,Monthly,0,1,1,,0,TRUE,Petroleum Planning & Analysis Cell (PPAC),0,,"Source: Oil Companies & DGCIS , All Figures are provisionalNotes:RIL SEZ imports/exports included in country's import/export data^LNG import not included& Others in import include Paraffin wax, Petroleum Jelly, Aviation Gas, MTBE, Reformate etc.@ Nepal sales by IOCL, Nepal and Bhutan sales by BPCL are considered in total exports with average Rupee-US$ exchange rate! RIL SEZ's MS export includes export of Alkylates# ATF exports by RIL does not include ATF sales to foreign going airlines% Others in export include Benzene, Hexane, MTO, Sulphur etc. Import & Export Quantity in '000 Metric Tonnes.",/resource/import-export-petroleum-products-volumes-year-2022-23,755,783,data.gov.in
Quarterly Estimates of GDP at Constant (2011-12) Prices from 2011-12 to 2022-23,Dataset,Quarterly Estimates of GDP at Constant Prices,Central,Ministry of Statistics and Programme Implementation,,5/4/2022,9/6/2022,4/4/2022,Finance;Economy;Statistics,Macro Economy,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GDP_QE_Constant_2011-12_Prices.csv,,text/csv,20034,Quarterly,Quarterly,0,1,,,1,TRUE,Ministry of Statistics and Programme Implementation,0,,,/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,747,783,data.gov.in
State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,Dataset,Crime in India - 2022,Central,Ministry of Home Affairs;Department of States;National Crime Records Bureau (NCRB),,12/4/2024,2/6/2025,10/4/2024,Police,Army,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/NCRB_Table_1A.1.csv,,text/csv,2077,Annual,Annual,0,1,,,0,TRUE,National Crime Records Bureau (NCRB),0,0,"Crime Rate is calculated as Crime per one lakh of population. Population Source - Report of Technical group on Population Projections(July, 2020) National Commission on Population, MoHFW. As per data provided by States/Uts. Clarifications are pending from Nagaland. States/UTs may not be compared purely on the basis of crime figures.",/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,732,325,data.gov.in
List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,Dataset,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,Central,"Ministry of Micro, Small and Medium Enterprises",,21/11/2019,2/1/2020,19/11/2019,Medium;Micro;Small Scale,Medium;Micro;Small Scale,2,,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=ANDHRA%20PRADESH,application/json,11686,Daily,Daily,1,0,0,19,1,FALSE,"Ministry of Micro, Small and Medium Enterprises",1,6714764,"Dataset can be downloaded in csv format by using the provided URL and passing appropriate parameter options such as:- api-Key: Generate your personal API key (sample key returns maximum of 10 records at a time) and use that key to consume more than 10 records at a time (Example: api-key=Your API Key); format: Fill format as 'csv' to download the dataset in csv format (Example: format=csv); offset: User can download the dataset from 1st record onwards by setting offset (Example: offset=0), If user wants to download more records than the limit set then they can use the previously set limit as the new offset; limit: User can download maximum of 10000 records in one go (Example: limit=10000).",/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,727,1407,data.gov.in
Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,Dataset,Departure of Rainfall data,Central,"Ministry of Earth Sciences;India Meteorological Department (IMD);India Meteorological Department (IMD), Pune",,16/1/2023,16/1/2023,1/8/2022,Science and Technology;Earth Sciences,Earth Sciences,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RF_NE_1901-2021.csv,,text/csv,4363,Annual,Annual,0,0,,3,1,TRUE,"India Meteorological Department (IMD), Pune",0,,,/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,710,508,data.gov.in
Digital Seismotectonic Atlas of India and its Environs,Dataset,BHUKOSH,Central,Ministry of Mines;Geological Survey of India,,12/5/2022,12/5/2022,9/5/2022,Governance and Administration;Union/State Government Administration;Union/State Government Administration;Mining;Mining;Coastal & Island;Earth Sciences;Marine Science;Polar Science;Research & Development,Earth Sciences,2,,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,WMS,,One-time,One-time,1,0,,5,1,TRUE,Geological Survey of India,0,7073635,,/resource/digital-seismotectonic-atlas-india-and-its-environs-0,702,902,data.gov.in
Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,Dataset,Ground Water Level Data under Atal Bhujal Yojana,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti",,31/5/2023,31/5/2023,30/5/2023,Ground Water,,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Atal_Jal_Disclosed_Ground_Water_Level-2015-2022.csv,,text/csv,1162976,Biannual,Biannual,0,0,,5,0,TRUE,Ministry of Jal Shakti,0,,,/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,680,153,data.gov.in
Digital Seismotectonic Atlas of India and its Environs,Dataset,Digital Seismotectonic Atlas of India and its Environs,Central,Ministry of Mines;Geological Survey of India,,8/8/2013,12/8/2021,8/8/2013,Mining;Others,Mining;Others,2,,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,WMS,163,One-time,One-time,0,0,0,59,0,FALSE,Geological Survey of India,1,,Seismotectonic Atlas of India and its Environs on scale 1:1 million published in 2000,/resource/digital-seismotectonic-atlas-india-and-its-environs,676,1553,data.gov.in
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,Dataset,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh,Central,Ministry of Road Transport and Highways,,8/5/2014,1/9/2016,28/4/2014,Transport;Road Transport,Transport;Road Transport,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.27_Uttarpradesh_rtyb_2010_11_1.csv,,text/csv,2516,Annual,Annual,,1,1,,0,TRUE,Ministry of Road Transport and Highways,1,,All figures are in numbers; Source: Offices of State Transport Commissioners/UT Administrations; NA-Not Reported; The data has been sourced from Road Transport Year Book-2009-10 & 2010-11.,/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,675,305,data.gov.in
"Quarterly Estimates of GDP at Current Prices, 2011-12 Series From 2011-12 to 2022-23",Dataset,Quarterly Estimates of GDP at Current Prices,Central,Ministry of Statistics and Programme Implementation,,5/4/2022,2/6/2025,4/4/2022,Economy;Macro Economy;Finance;Economy,Macro Economy,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/GDP_QE_Current_Prices_2011-12_Series.csv,,text/csv,20283,Quarterly,Quarterly,0,1,,1,1,TRUE,Ministry of Statistics and Programme Implementation,1,,,/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,670,817,data.gov.in
Boundaries of Agro-climatic regions,Dataset,Boundaries of Region,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,28/9/2022,28/9/2022,16/9/2022,Ground Water;Surface Water,Ground Water;Surface Water,2,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Agroclimatic_regions.zip,application/zip,,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf, This zip contains all the information of all agro-climatic regions of entire country",/resource/boundaries-agro-climatic-regions,663,769,data.gov.in
"State-wise Population, Decadal Population Growth rate and Population Density - 2011",Dataset,Rural Health Statistics - 2016,Central,Ministry of Health and Family Welfare;Department of Health and Family Welfare,,28/3/2017,10/12/2021,10/2/2017,Health and Family welfare;Family Welfare;Health,Health and Family welfare;Family Welfare;Health,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Table_2A_State_Uts.csv,,text/csv,1506,Annual,Annual,,1,1,,0,TRUE,Department of Health and Family Welfare,1,,"For Manipur: Updated population of Manipur as per the order (9/25/2013-CD(Cen.) dtd 07-01-2014) of RGI; For Andhra Pradesh and Telangana: Data collected from the states; Source: Population Census of india, 2011; office of Registrar General & Census Commissioner, India",/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,658,3956,data.gov.in
"State-wise Details of the Infant Mortality Rate, Institutional Delivery and Prevalence of Under Weight Children under five years of Age (in Reply to Unstarred Question on 07 December, 2022)",Dataset,Answers Data of Rajya Sabha Questions for Session 258,Central,Rajya Sabha,,19/5/2023,19/5/2023,17/5/2023,All,Social Development,1,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_258_AU_142_A_and_B.iii_.csv,,text/csv,745,Quarterly,Quarterly,0,1,,,0,TRUE,Rajya Sabha,0,0,"Source - Rajya Sabha Session - 258 Unstarred Question No. 142 Answered on 07 December, 2022. NA - Not Available. Source - National Family Health Survey-5 (2019-21). Data of West Bengal for Infant Mortality Rate - ST is based on 250-499 unweighted person-years of exposure to the risk of death.",/resource/state-wise-details-infant-mortality-rate-institutional-delivery-and-prevalence-under,657,2206,data.gov.in
Sector wise Estimated Number of Workers under Fourth Round of Quarterly Employment Survey from Jan to March 2022,Dataset,Quarterly Employment Survey (QES),Central,Ministry of Labour and Employment,,25/3/2023,18/2/2025,20/3/2023,Employment,,1,https://data.gov.in/files/ogdpv2dms/s3fs-public/QES.csv,,text/csv,296,Quarterly,Quarterly,0,1,,3,0,TRUE,Ministry of Labour and Employment,0,,,/resource/sector-wise-estimated-number-workers-under-fourth-round-quarterly-employment-survey-jan,644,486,data.gov.in
Shape file of reservoir,Dataset,Boundaries of Water Resources Projects,Central,"Department of Water Resources, River Development & Ganga Rejuvenation;Ministry of Jal Shakti;National Water Informatics Centre",,28/9/2022,28/9/2022,16/9/2022,Ground Water;Surface Water,Ground Water;Surface Water,2,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Reservoir.zip,application/zip,,One-time,One-time,0,0,,,1,TRUE,National Water Informatics Centre,0,,"This zip contains the various formats i.e .shp, .shx,.dbf,.prj,.sbn, .cpg,.dbf. This zip contains the information of all major and minor reservoir of entire country. This is a point layer",/resource/shape-file-reservoir,640,568,data.gov.in
